Zeit;Verbrauch ;PV-Ertrag;Netzeinspeisung ;Thermische Last ;Außentemperatur
03.04. 21:00;0,50942;0;0;1;3,1
03.04. 22:00;0,14691;0;0;0,51;2,71
03.04. 23:00;0,016315;0;0;0,31;2,32
04.04. 00:00;0,016112;0;0;0,18;2,25
04.04. 01:00;0,16504;0;0;0,1;2,17
04.04. 02:00;0,016205;0;0;0,03;2,09
04.04. 03:00;0,016268;0;0;0,03;2,04
04.04. 04:00;0,016149;0;0;0,1;1,99
04.04. 05:00;0,016161;0;0;0,29;1,95
04.04. 06:00;1,0458;0,016231;0;0,76;2,35
04.04. 07:00;0,49733;2,0264;1,529;0,8;4,74
04.04. 08:00;0,13593;4,4203;4,2843;0,7;7,09
04.04. 09:00;0,016301;6,5118;6,4955;0,5;9,31
04.04. 10:00;0,016226;8,0343;8,0181;0,53;11,31
04.04. 11:00;0,16648;9,0263;8,8598;0,49;13,04
04.04. 12:00;0,016204;9,4146;9,3984;0,45;14,4
04.04. 13:00;0,016078;9,1373;9,1212;0,46;15,39
04.04. 14:00;0,016192;8,3124;8,2963;0,39;15,89
04.04. 15:00;0,016188;6,8555;6,8394;0,39;15,99
04.04. 16:00;0,16508;4,9159;4,7508;0,4;15,51
04.04. 17:00;0,62929;2,5523;1,923;0,56;14,41
04.04. 18:00;0,712;0,20559;0;0,59;12,93
04.04. 19:00;0,04655;0;0;0,8;11,43
04.04. 20:00;0,21658;0;0;0,89;11,03
04.04. 21:00;1,6179;0;0;0,84;10,62
04.04. 22:00;0,97075;0;0;0,47;10,21
04.04. 23:00;0,016117;0;0;0,27;9,8
05.04. 00:00;0,016116;0;0;0,17;9,46
05.04. 01:00;0,016034;0;0;0,1;9,09
05.04. 02:00;0,16469;0;0;0,03;8,73
05.04. 03:00;0,01621;0;0;0,03;8,53
05.04. 04:00;0,016273;0;0;0,1;8,34
05.04. 05:00;0,016158;0;0;0,28;8,21
05.04. 06:00;0,19661;0,021149;0;0,78;8,61
05.04. 07:00;1,0466;1,9318;0,88522;0,77;10,79
05.04. 08:00;0,02724;4,2534;4,2261;0,73;12,98
05.04. 09:00;0,016034;6,3462;6,3301;0,55;15,18
05.04. 10:00;0,016349;7,7381;7,7217;0,52;16,98
05.04. 11:00;0,016313;8,7413;8,725;0,48;18,54
05.04. 12:00;0,16768;9,0208;8,8531;0,47;19,76
05.04. 13:00;0,016318;8,655;8,6387;0,43;20,57
05.04. 14:00;0,01623;7,835;7,8188;0,39;21,01
05.04. 15:00;0,016254;6,4559;6,4397;0,39;21,07
05.04. 16:00;0,016248;4,6275;4,6113;0,43;20,6
05.04. 17:00;1,7242;2,4276;0,70339;0,54;19,62
05.04. 18:00;0,79926;0,20303;0;0,66;18,28
05.04. 19:00;0,33667;0;0;0,84;16,92
05.04. 20:00;1,2077;0;0;0,79;15,93
05.04. 21:00;0,4139;0;0;0,77;14,89
05.04. 22:00;0,70803;0;0;0,45;13,85
05.04. 23:00;0,33986;0;0;0,26;12,81
06.04. 00:00;0,016207;0;0;0,2;11,87
06.04. 01:00;0,016138;0;0;0,11;10,85
06.04. 02:00;0,016293;0;0;0,04;9,83
06.04. 03:00;0,16486;0;0;0,04;9,28
06.04. 04:00;0,016184;0;0;0,1;8,74
06.04. 05:00;0,016266;0;0;0,31;8,35
06.04. 06:00;0,016338;0,031424;0,015086;0,84;8,72
06.04. 07:00;0,89777;1,8204;0,92259;0,87;10,51
06.04. 08:00;0,53579;4,0365;3,5007;0,7;12,34
06.04. 09:00;0,01605;6,1351;6,1191;0,62;14,16
06.04. 10:00;0,016111;7,3221;7,306;0,56;15,72
06.04. 11:00;0,29502;8,4836;8,1886;0,53;17,03
06.04. 12:00;3,9124;8,8096;4,8972;0,52;18,05
06.04. 13:00;2,2036;8,2055;6,0019;0,43;18,67
06.04. 14:00;1,0438;6,9847;5,9409;0,47;18,9
06.04. 15:00;1,0302;5,4625;4,4323;0,43;18,78
06.04. 16:00;0,53357;3,4259;2,8923;0,44;18,12
06.04. 17:00;2,1567;1,6535;0;0,61;17,1
06.04. 18:00;0,75803;0,18431;0;0,68;15,87
06.04. 19:00;0,99536;0;0;0,98;14,61
06.04. 20:00;0,33866;0;0;1,04;13,78
06.04. 21:00;0,41481;0;0;1,04;12,96
06.04. 22:00;1,1075;0;0;0,61;12,13
06.04. 23:00;0,37872;0;0;0,61;11,31
07.04. 00:00;0,016176;0;0;0,7;10,86
07.04. 01:00;0,016297;0;0;0,65;10,38
07.04. 02:00;0,016102;0;0;0,56;9,89
07.04. 03:00;0,01619;0;0;0,4;9,64
07.04. 04:00;0,17033;0;0;0,59;9,38
07.04. 05:00;0,016269;0;0;0,59;9,2
07.04. 06:00;0,016414;0,037249;0,020835;0,7;9,7
07.04. 07:00;0,85423;1,9152;1,061;0,82;11,83
07.04. 08:00;0,30485;4,1739;3,869;0,88;13,97
07.04. 09:00;0,17231;6,2586;6,0863;1,16;16,07
07.04. 10:00;0,15805;7,795;7,637;1,13;17,89
07.04. 11:00;0,5878;8,7565;8,1687;1,15;19,44
07.04. 12:00;0,73822;9,148;8,4097;1,06;20,67
07.04. 13:00;0,91624;8,8288;7,9125;0,91;21,5
07.04. 14:00;0,19104;7,9691;7,7781;0,8;21,94
07.04. 15:00;0,25327;6,4651;6,2119;0,69;21,99
07.04. 16:00;0,30982;4,5094;4,1996;0,73;21,47
07.04. 17:00;0,90908;2,2953;1,3862;0,81;20,45
07.04. 18:00;1,0694;0,21079;0;0,9;19,1
07.04. 19:00;0,21833;0;0;0,94;17,72
07.04. 20:00;0,62818;0;0;0,93;16,8
07.04. 21:00;0,52591;0;0;0,94;15,89
07.04. 22:00;0,016311;0;0;0,78;14,92
07.04. 23:00;0,016228;0;0;0,82;13,96
08.04. 00:00;0,16392;0;0;0,78;13,16
08.04. 01:00;0,016256;0;0;0,83;12,29
08.04. 02:00;0,016212;0;0;0,84;11,42
08.04. 03:00;0,016195;0;0;0,92;10,95
08.04. 04:00;0,016148;0;0;1,17;10,48
08.04. 05:00;0,16619;0;0;1,51;10,15
08.04. 06:00;0,63947;0,048678;0;1,78;10,65
08.04. 07:00;0,83206;1,5729;0,74082;1,6;12,23
08.04. 08:00;0,12835;3,7161;3,5878;1,61;14,01
08.04. 09:00;0,016074;5,7922;5,7762;1,84;15,83
08.04. 10:00;0,16449;6,4768;6,3123;1,58;17,15
08.04. 11:00;0,01631;8,4167;8,4004;1,53;18,56
08.04. 12:00;0,016133;8,0117;7,9956;1,4;19,49
08.04. 13:00;0,016243;7,6258;7,6096;1,26;20,08
08.04. 14:00;0,016122;5,099;5,0829;1,09;20,1
08.04. 15:00;0,16616;4,0167;3,8505;1,1;19,77
08.04. 16:00;0,016188;3,2923;3,2762;1,08;19,23
08.04. 17:00;2,4708;1,2149;0;1,48;18,22
08.04. 18:00;3,9723;0,20892;0;1,91;17,1
08.04. 19:00;1,0788;0;0;1,77;15,99
08.04. 20:00;0,97269;0;0;2,04;15,32
08.04. 21:00;0,1824;0;0;1,94;14,57
08.04. 22:00;0,065538;0;0;1,24;13,86
08.04. 23:00;0,016156;0;0;1,31;13,15
09.04. 00:00;0,01615;0;0;1,21;12,67
09.04. 01:00;0,16344;0;0;1,14;12,23
09.04. 02:00;0,016137;0;0;1,29;12,03
09.04. 03:00;0,016058;0;0;1,08;11,83
09.04. 04:00;0,01629;0;0;1,25;11,7
09.04. 05:00;0,016256;0;0;1,69;11,74
09.04. 06:00;0,78;0,092432;0;2,33;12,07
09.04. 07:00;0,43828;2,5529;2,1146;2,12;13,47
09.04. 08:00;0,022524;4,779;4,7565;1,75;14,89
09.04. 09:00;0,016252;6,6933;6,6771;1,52;16,28
09.04. 10:00;0,016155;7,0718;7,0556;1,45;17,31
09.04. 11:00;0,16422;5,2517;5,0874;1,25;17,83
09.04. 12:00;0,016315;1,8669;1,8506;0,99;17,42
09.04. 13:00;0,016132;0,49053;0,4744;0,93;16,63
09.04. 14:00;0,0162;0,40356;0,38736;0,86;15,98
09.04. 15:00;0,016062;0,26434;0,24827;0,85;15,43
09.04. 16:00;0,1643;0,12888;0;1,01;14,9
09.04. 17:00;1,3553;0,036008;0;1,15;14,4
09.04. 18:00;0,36805;0,0021002;0;1,51;13,68
09.04. 19:00;0,63527;0;0;2,14;13,56
09.04. 20:00;0,62946;0;0;2,32;13,47
09.04. 21:00;1,1688;0;0;2,28;13,28
09.04. 22:00;0,16094;0;0;1,6;13,09
09.04. 23:00;0,016214;0;0;1,34;12,9
10.04. 00:00;0,01618;0;0;1,44;12,53
10.04. 01:00;0,016192;0;0;1,07;12,12
10.04. 02:00;0,16559;0;0;1,06;11,9
10.04. 03:00;0,016207;0;0;1,06;11,68
10.04. 04:00;0,016205;0;0;1,03;11,52
10.04. 05:00;0,01619;0;0;1,34;11,49
10.04. 06:00;0,64829;0,1244;0;1,8;12,22
10.04. 07:00;0,88843;1,4828;0,59433;1,68;13,47
10.04. 08:00;0,024726;3,0887;3,0639;1,06;15,06
10.04. 09:00;0,016142;4,608;4,5918;0,89;16,7
10.04. 10:00;0,016236;6,1024;6,0862;0,78;18,32
10.04. 11:00;0,016112;7,4632;7,4471;0,76;19,88
10.04. 12:00;0,16618;6,8831;6,7169;0,7;20,96
10.04. 13:00;0,016163;5,9343;5,9182;0,71;21,58
10.04. 14:00;0,016188;5,7256;5,7094;0,68;22
10.04. 15:00;0,016195;4,9256;4,9094;0,67;22,14
10.04. 16:00;0,016219;4,1632;4,147;0,74;22,05
10.04. 17:00;1,4604;1,7567;0,2963;0,84;21,29
10.04. 18:00;0,54113;0,25621;0;0,93;20,21
10.04. 19:00;0,30719;0;0;1,16;19,08
10.04. 20:00;0,34806;0;0;1,21;18,37
10.04. 21:00;1,2883;0;0;1,1;17,66
10.04. 22:00;0,40974;0;0;0,55;16,94
10.04. 23:00;0,057011;0;0;0,35;16,23
11.04. 00:00;0,015875;0;0;0,19;15,7
11.04. 01:00;0,016057;0;0;0,11;15,16
11.04. 02:00;0,016127;0;0;0,04;14,83
11.04. 03:00;0,16512;0;0;0,37;14,54
11.04. 04:00;0,016109;0;0;0,42;14,35
11.04. 05:00;0,016157;0;0;0,45;14,35
11.04. 06:00;0,1861;0,071502;0;0,99;15,5
11.04. 07:00;0,28099;1,0711;0,79015;1,11;16,32
11.04. 08:00;0,55974;2,6646;2,1048;0,69;17,74
11.04. 09:00;0,016111;0,68343;0,66732;0,6;17,56
11.04. 10:00;0,016237;1,4918;1,4755;0,56;17,86
11.04. 11:00;0,016097;2,5387;2,5226;0,53;18,5
11.04. 12:00;0,016079;8,2913;8,2752;0,47;20,52
11.04. 13:00;0,16404;6,0865;5,9225;0,49;21,64
11.04. 14:00;0,015971;6,5001;6,4841;0,42;22,55
11.04. 15:00;0,016185;7,2608;7,2446;0,43;23,42
11.04. 16:00;0,016254;3,824;3,8077;0,47;23,5
11.04. 17:00;1,6153;0,81221;0;0,61;22,68
11.04. 18:00;0,16492;0,16296;0;0,67;21,78
11.04. 19:00;0,13992;0;0;0,85;20,85
11.04. 20:00;1,18;0;0;0,82;19,19
11.04. 21:00;1,3625;0;0;0,84;17,53
11.04. 22:00;0,50782;0;0;0,45;15,86
11.04. 23:00;0,36975;0;0;0,27;14,1
12.04. 00:00;0,016374;0;0;0,2;12,38
12.04. 01:00;0,016072;0;0;0,11;10,53
12.04. 02:00;0,016151;0;0;0,18;9,53
12.04. 03:00;0,016223;0;0;0,2;8,54
12.04. 04:00;0,16757;0;0;0,41;7,84
12.04. 05:00;0,016037;0;0;0,77;7,71
12.04. 06:00;0,016311;0,11502;0,098713;0,85;8,5
12.04. 07:00;0,86964;2,3019;1,4323;0,9;9,96
12.04. 08:00;0,022411;4,6563;4,6339;0,74;11,68
12.04. 09:00;0,16703;6,6902;6,5232;0,67;13,45
12.04. 10:00;0,016428;8,1607;8,1443;0,55;15,13
12.04. 11:00;0,016213;9,0296;9,0134;0,55;16,47
12.04. 12:00;0,016391;9,3096;9,2932;0,46;17,52
12.04. 13:00;0,016198;8,993;8,9768;0,45;18,25
12.04. 14:00;0,16829;8,1226;7,9543;0,44;18,63
12.04. 15:00;0,01611;6,6945;6,6784;0,44;18,67
12.04. 16:00;0,016211;4,7947;4,7785;0,46;18,28
12.04. 17:00;0,58044;2,5319;1,9515;0,58;17,41
12.04. 18:00;0,92215;0,27942;0;0,72;16,19
12.04. 19:00;0,45499;0;0;0,83;14,81
12.04. 20:00;0,54543;0;0;0,92;13,32
12.04. 21:00;1,2863;0;0;0,87;11,84
12.04. 22:00;0,26999;0;0;0,49;10,36
12.04. 23:00;0,016197;0;0;0,26;8,88
13.04. 00:00;0,16631;0;0;0,2;8,13
13.04. 01:00;0,016109;0;0;0,1;7,31
13.04. 02:00;0,016391;0;0;0,04;6,9
13.04. 03:00;0,01611;0;0;0,04;6,44
13.04. 04:00;0,016217;0;0;0,25;6,11
13.04. 05:00;0,16674;0;0;0,33;6,05
13.04. 06:00;0,19658;0,20291;0,006328;0,85;6,94
13.04. 07:00;0,99875;1,9261;0,92734;0,78;8,35
13.04. 08:00;0,19644;3,7737;3,5772;0,75;10,03
13.04. 09:00;0,60939;5,4435;4,8341;0,62;11,75
13.04. 10:00;1,4519;6,6109;5,159;0,55;13,33
13.04. 11:00;0,13913;7,2933;7,1541;0,51;14,69
13.04. 12:00;0,22535;7,4638;7,2384;0,5;15,78
13.04. 13:00;3,5679;7,1559;3,588;0,44;16,49
13.04. 14:00;3,1768;6,4832;3,3064;0,41;16,89
13.04. 15:00;1,4653;5,3173;3,852;0,44;16,97
13.04. 16:00;1,926;3,7817;1,8557;0,51;16,64
13.04. 17:00;4,6939;1,9954;0;0,58;15,86
13.04. 18:00;2,041;0,34102;0;0,67;14,71
13.04. 19:00;1,346;0;0;0,78;13,47
13.04. 20:00;0,76388;0;0;0,83;12,61
13.04. 21:00;0,34388;0;0;1;11,76
13.04. 22:00;0,16304;0;0;0,77;10,9
13.04. 23:00;0,016162;0;0;0,6;10,05
14.04. 00:00;0,016195;0;0;0,86;9,56
14.04. 01:00;0,16959;0;0;0,78;9,06
14.04. 02:00;0,016473;0;0;0,55;8,8
14.04. 03:00;0,016047;0;0;0,37;8,54
14.04. 04:00;0,016008;0;0;0,27;8,36
14.04. 05:00;0,016199;0;0;0,36;8,35
14.04. 06:00;0,5954;0,18599;0;0,49;8,91
14.04. 07:00;0,63546;1,8058;1,1703;0,65;10,36
14.04. 08:00;0,37174;2,5901;2,2184;0,66;11,53
14.04. 09:00;0,31155;3,513;3,2014;1,29;12,69
14.04. 10:00;0,13438;5,6235;5,4891;1,15;14,18
14.04. 11:00;0,72964;6,1285;5,3988;1,15;15,46
14.04. 12:00;0,60675;3,8089;3,2021;1,08;15,83
14.04. 13:00;1,0735;4,2543;3,1808;0,79;16,21
14.04. 14:00;0,14028;3,5287;3,3884;0,78;16,35
14.04. 15:00;0,98897;1,9233;0,9343;0,7;15,96
14.04. 16:00;0,57883;1,7611;1,1823;0,7;15,56
14.04. 17:00;1,1934;1,0708;0;0,76;14,94
14.04. 18:00;0,55054;0,002748;0;0,81;14,03
14.04. 19:00;0,30871;0;0;0,86;13,27
14.04. 20:00;1,2393;0;0;1;12,18
14.04. 21:00;0,38853;0;0;0,94;11,09
14.04. 22:00;0,47609;0;0;0,61;9,99
14.04. 23:00;0,1414;0;0;0,81;8,9
15.04. 00:00;0,016096;0;0;0,9;7,88
15.04. 01:00;0,016058;0;0;0,95;6,83
15.04. 02:00;0,16736;0;0;0,94;6,22
15.04. 03:00;0,016254;0;0;1,06;5,62
15.04. 04:00;0,016175;0;0;1,3;5,19
15.04. 05:00;0,01608;0;0;1,32;5,13
15.04. 06:00;0,016045;0,27467;0,25862;0,94;6,05
15.04. 07:00;0,95818;2,0294;1,0713;0,71;7,5
15.04. 08:00;0,089789;3,8871;3,7973;0,97;9,13
15.04. 09:00;0,016118;5,5452;5,5291;1,27;10,78
15.04. 10:00;0,016044;6,7975;6,7814;1,26;12,32
15.04. 11:00;0,016018;6,5369;6,5209;1,25;13,4
15.04. 12:00;0,16829;7,0377;6,8695;1,16;14,33
15.04. 13:00;0,016261;7,4876;7,4713;1;15,15
15.04. 14:00;0,016283;6,0094;5,9931;0,94;15,45
15.04. 15:00;0,0163;4,9398;4,9235;0,86;15,47
15.04. 16:00;0,01607;3,4163;3,4003;0,82;15,03
15.04. 17:00;1,3383;1,8182;0,47995;0,91;14,21
15.04. 18:00;0,15648;0,3974;0,24092;1,08;13,12
15.04. 19:00;0,016078;0;0;1,13;11,95
15.04. 20:00;0,30557;0;0;1,07;10,61
15.04. 21:00;1,3286;0;0;0,98;9,27
15.04. 22:00;0,28823;0;0;0,72;7,93
15.04. 23:00;0,016248;0;0;0,33;6,62
16.04. 00:00;0,016063;0;0;0,19;5,65
16.04. 01:00;0,016254;0;0;0,1;4,61
16.04. 02:00;0,01624;0;0;0,03;4,04
16.04. 03:00;0,16377;0;0;0,19;3,48
16.04. 04:00;0,01626;0;0;0,09;3,08
16.04. 05:00;0,016197;0;0;0,28;3,02
16.04. 06:00;0,19422;0,27784;0,083626;0,8;4,14
16.04. 07:00;1,1162;2,215;1,0987;0,78;5,81
16.04. 08:00;0,31889;4,5115;4,1926;0,77;7,74
16.04. 09:00;0,016094;6,4851;6,4691;0,57;9,69
16.04. 10:00;0,016338;7,9877;7,9714;0,5;11,53
16.04. 11:00;0,016057;8,9042;8,8881;0,5;13,13
16.04. 12:00;0,016215;9,2079;9,1917;0,47;14,42
16.04. 13:00;0,17058;8,9343;8,7638;0,4;15,37
16.04. 14:00;0,016233;7,8662;7,85;0,41;15,83
16.04. 15:00;0,01605;6,263;6,247;0,4;15,89
16.04. 16:00;0,016151;4,2626;4,2464;0,45;15,43
16.04. 17:00;1,4046;2,1643;0,75968;0,54;14,4
16.04. 18:00;0,31898;0,42107;0,1021;0,61;13,06
16.04. 19:00;0,13932;0;0;0,8;11,63
16.04. 20:00;0,2393;0;0;0,83;10,55
16.04. 21:00;1,204;0;0;0,82;9,48
16.04. 22:00;0,39143;0;0;0,46;8,4
16.04. 23:00;0,28951;0;0;0,27;7,32
17.04. 00:00;0,01614;0;0;0,2;6,68
17.04. 01:00;0,016084;0;0;0,12;5,94
17.04. 02:00;0,01627;0;0;0,06;5,54
17.04. 03:00;0,016227;0;0;0,06;5,14
17.04. 04:00;0,16165;0;0;0,14;4,85
17.04. 05:00;0,016022;0;0;0,4;4,82
17.04. 06:00;0,016234;0,3557;0,33947;0,98;5,92
17.04. 07:00;0,87277;2,1085;1,2357;0,94;7,56
17.04. 08:00;0,027325;4,2677;4,2403;0,89;9,51
17.04. 09:00;0,16829;6,0474;5,8791;0,68;11,44
17.04. 10:00;0,016499;7,5519;7,5354;0,62;13,29
17.04. 11:00;0,016203;8,512;8,4958;0,58;14,92
17.04. 12:00;0,016241;8,2096;8,1934;0,58;16,09
17.04. 13:00;0,016329;7,5296;7,5133;0,54;16,8
17.04. 14:00;0,16782;6,7304;6,5626;0,51;17,17
17.04. 15:00;0,016189;5,5878;5,5716;0,5;17,24
17.04. 16:00;0,016008;3,7798;3,7638;0,53;16,8
17.04. 17:00;1,5483;2,0449;0,49651;0,8;15,93
17.04. 18:00;0,63786;0,44166;0;0,93;14,68
17.04. 19:00;0,19853;0;0;1,19;13,33
17.04. 20:00;0,48115;0;0;1,26;12,16
17.04. 21:00;1,0181;0;0;1,36;10,98
17.04. 22:00;0,37687;0;0;1,11;9,81
17.04. 23:00;0,22535;0;0;0,92;8,63
18.04. 00:00;0,16411;0;0;1,07;7,75
18.04. 01:00;0,016326;0;0;1,03;6,84
18.04. 02:00;0,016108;0;0;0,8;6,32
18.04. 03:00;0,016135;0;0;0,76;5,81
18.04. 04:00;0,016229;0;0;0,91;5,44
18.04. 05:00;0,1673;0;0;1,38;5,4
18.04. 06:00;0,016227;0,003357;0;2,23;5,43
18.04. 07:00;0,85902;0,050011;0;1,96;5,5
18.04. 08:00;0,061186;1,4915;1,4303;1,73;6,57
18.04. 09:00;0,015995;0,97801;0,96201;1,41;6,86
18.04. 10:00;0,16821;4,8719;4,7037;1,14;8,57
18.04. 11:00;0,016168;9,97;9,9538;0,91;11,34
18.04. 12:00;0,016098;1,9121;1,896;0,87;10,89
18.04. 13:00;0,016231;0,99906;0,98283;0,79;10,52
18.04. 14:00;0,016077;0,45481;0,43874;0,86;9,75
18.04. 15:00;0,16516;1,9681;1,803;0,85;9,74
18.04. 16:00;0,016042;5,5027;5,4866;0,86;10,76
18.04. 17:00;1,2137;2,8813;1,6676;1,05;10,95
18.04. 18:00;1,0409;0,38066;0;1,55;10,53
18.04. 19:00;0,46163;0,0087859;0;1,88;9,83
18.04. 20:00;1,1316;0;0;2,05;8,79
18.04. 21:00;0,85498;0;0;2,21;7,76
18.04. 22:00;0,17699;0;0;1,72;6,75
18.04. 23:00;0,016031;0;0;1,59;5,67
19.04. 00:00;0,016342;0;0;1,58;4,89
19.04. 01:00;0,16902;0;0;1,63;4,05
19.04. 02:00;0,016316;0;0;1,55;3,59
19.04. 03:00;0,01612;0;0;1,84;3,13
19.04. 04:00;0,016307;0;0;1,61;2,8
19.04. 05:00;0,01626;0;0;2,08;2,75
19.04. 06:00;0,34662;0,29606;0;2,25;3,33
19.04. 07:00;0,061136;1,1139;1,0528;1,81;4,1
19.04. 08:00;0,06756;1,9465;1,8789;1,3;4,97
19.04. 09:00;0,016282;2,6438;2,6275;1,08;5,77
19.04. 10:00;0,016055;3,1777;3,1616;0,93;6,6
19.04. 11:00;0,16655;3,6919;3,5253;0,97;7,27
19.04. 12:00;0,016047;3,651;3,635;0,86;7,77
19.04. 13:00;0,01601;3,5073;3,4912;0,82;8,11
19.04. 14:00;0,016311;2,8218;2,8055;0,82;8,19
19.04. 15:00;0,016091;2,2288;2,2127;0,87;8,11
19.04. 16:00;0,16736;1,5406;1,3732;0,85;7,79
19.04. 17:00;1,4406;0,78724;0;1,02;7,23
19.04. 18:00;0,57311;0,1259;0;1,18;6,13
19.04. 19:00;0,016143;0;0;1,37;5,77
19.04. 20:00;0,3366;0;0;1,43;5,65
19.04. 21:00;0,69117;0;0;1,37;5,34
19.04. 22:00;0,32424;0;0;0,65;5,04
19.04. 23:00;0,01623;0;0;0,55;4,63
20.04. 00:00;0,015956;0;0;0,39;4,84
20.04. 01:00;0,016105;0;0;0,46;4,95
20.04. 02:00;0,16712;0;0;0,22;4,86
20.04. 03:00;0,016001;0;0;0,24;4,73
20.04. 04:00;0,016163;0;0;0,33;4,33
20.04. 05:00;0,016261;0;0;0,71;5,03
20.04. 06:00;0,1891;0,17447;0;1,22;5,77
20.04. 07:00;0,48152;0,78144;0,29992;1,08;6,59
20.04. 08:00;0,35867;1,7619;1,4032;0,99;7,77
20.04. 09:00;1,098;2,1154;1,0174;0,83;8,65
20.04. 10:00;3,3942;2,0273;0;0,64;9,13
20.04. 11:00;1,219;1,8973;0,67828;0,63;9,71
20.04. 12:00;0,88322;1,6353;0,75207;0,62;9,89
20.04. 13:00;3,6782;1,9441;0;0,57;10,14
20.04. 14:00;3,217;1,3767;0;0,55;10,1
20.04. 15:00;1,7798;1,3024;0;0,57;10,09
20.04. 16:00;0,35532;1,2791;0,92379;0,55;10,08
20.04. 17:00;1,0111;0,81211;0;0,72;9,84
20.04. 18:00;2,3387;0,18542;0;0,82;9,42
20.04. 19:00;0,2187;5,44E-05;0;0,94;8,92
20.04. 20:00;0,21486;0;0;1,37;8,17
20.04. 21:00;0,42124;0;0;1,5;7,42
20.04. 22:00;0,45603;0;0;1,23;6,69
20.04. 23:00;0,016241;0;0;1,26;5,85
21.04. 00:00;0,016189;0;0;1,39;5,11
21.04. 01:00;0,016151;0;0;1,45;4,23
21.04. 02:00;0,016161;0;0;1,48;3,76
21.04. 03:00;0,16821;0;0;1,58;3,28
21.04. 04:00;0,016155;0;0;1,8;2,93
21.04. 05:00;0,016046;0;0;1,87;2,88
21.04. 06:00;0,2053;0,50352;0,29822;1,57;3,82
21.04. 07:00;0,023602;1,4325;1,4089;1,14;4,9
21.04. 08:00;0,45417;2,5707;2,1165;1,02;6,17
21.04. 09:00;0,29721;4,2016;3,9044;1,28;7,64
21.04. 10:00;0,16267;4,6254;4,4628;1,31;8,82
21.04. 11:00;0,11994;4,6569;4,537;1,5;9,7
21.04. 12:00;0,93768;5,2195;4,2819;1,36;10,49
21.04. 13:00;0,83285;5,1061;4,2732;1,07;11,06
21.04. 14:00;1,008;4,4947;3,4867;0,92;11,35
21.04. 15:00;0,30839;4,2339;3,9255;0,97;11,49
21.04. 16:00;0,52592;2,8996;2,3736;1,02;11,25
21.04. 17:00;0,8104;2,054;1,2436;1,07;10,78
21.04. 18:00;0,63977;0,52397;0;1,17;9,95
21.04. 19:00;0,25805;0,00047794;0;1,28;8,93
21.04. 20:00;1,0539;0;0;1,21;8,18
21.04. 21:00;0,58975;0;0;1,28;7,43
21.04. 22:00;0,38693;0;0;0,94;6,71
21.04. 23:00;0,16766;0;0;0,66;5,93
22.04. 00:00;0,016072;0;0;0,74;5,6
22.04. 01:00;0,016325;0;0;0,92;5,27
22.04. 02:00;0,016395;0;0;0,75;5,11
22.04. 03:00;0,016069;0;0;1,04;4,95
22.04. 04:00;0,1687;0;0;1,11;4,84
22.04. 05:00;0,016121;0,00036151;0;1,21;4,93
22.04. 06:00;0,19533;0,53547;0,34015;1,11;5,94
22.04. 07:00;0,30346;2,5717;2,2682;0,63;7,59
22.04. 08:00;0,13748;4,4431;4,3056;0,82;9,16
22.04. 09:00;0,1649;7,0699;6,905;1,17;10,99
22.04. 10:00;0,01632;8,6222;8,6059;1,22;12,69
22.04. 11:00;0,016184;4,2447;4,2285;1,33;12,94
22.04. 12:00;0,016185;4,828;4,8118;1,12;13,26
22.04. 13:00;0,016221;1,3372;1,3209;0,97;12,31
22.04. 14:00;0,17092;1,8515;1,6806;0,81;11,76
22.04. 15:00;0,016144;1,0879;1,0717;0,83;11,03
22.04. 16:00;0,016155;0,17143;0,15527;0,83;10,16
22.04. 17:00;0,016136;0,039396;0,02326;0,9;9,38
22.04. 18:00;1,7297;0,0041223;0;0,98;8,67
22.04. 19:00;0,92968;0;0;1,13;8,04
22.04. 20:00;0,2499;0;0;1,05;8,27
22.04. 21:00;0,29825;0;0;0,91;8,71
22.04. 22:00;0,039084;0;0;0,56;9,04
22.04. 23:00;0,016126;0;0;0,34;9,37
23.04. 00:00;0,16813;0;0;0,19;9,32
23.04. 01:00;0,016134;0;0;0,26;9,09
23.04. 02:00;0,016135;0;0;0,38;9,32
23.04. 03:00;0,016087;0;0;0,37;9,32
23.04. 04:00;0,016291;0;0;0,62;9,31
23.04. 05:00;0,16716;0;0;0,89;9,3
23.04. 06:00;0,34532;0,023629;0;1,3;9,56
23.04. 07:00;0,59605;0,2047;0;1,11;9,93
23.04. 08:00;0,15815;0,54744;0,38929;0,81;10,3
23.04. 09:00;0,016107;0,89586;0,87976;0,69;10,74
23.04. 10:00;0,16603;1,0897;0,92372;0,64;11,13
23.04. 11:00;0,015985;1,1502;1,1343;0,53;11,42
23.04. 12:00;0,016332;1,0591;1,0428;0,51;11,57
23.04. 13:00;0,016161;1,0897;1,0735;0,5;11,72
23.04. 14:00;0,016043;0,90842;0,89237;0,46;11,78
23.04. 15:00;0,16694;0,67489;0,50795;0,48;11,29
23.04. 16:00;0,016183;0,49003;0,47384;0,52;11,75
23.04. 17:00;1,1779;0,19906;0;0,66;11,65
23.04. 18:00;1,3069;0,022876;0;0,67;11,3
23.04. 19:00;0,52586;0;0;0,88;11,03
23.04. 20:00;1,3259;0;0;0,94;10,33
23.04. 21:00;0,28947;0;0;0,96;9,04
23.04. 22:00;0,12693;0;0;0,45;9,64
23.04. 23:00;0,016144;0;0;0,42;9,08
