Zeit;Verbrauch ;PV-Ertrag;Netzeinspeisung ;Thermische Last ;Außentemperatur
28.10. 05:00;0,016148;0;0;0,31;1,92
28.10. 06:00;0,18879;0;0;0,4;1,63
28.10. 07:00;0,027444;0,00037345;0;0,33;1,68
28.10. 08:00;0,16537;0,59675;0,43138;0,61;2,5
28.10. 09:00;0,016005;1,2071;1,1911;1,06;3,32
28.10. 10:00;0,016184;2,2003;2,1841;1,01;4,29
28.10. 11:00;0,016072;3,094;3,0779;1;5,21
28.10. 12:00;0,016254;6,7854;6,7691;0,91;6,53
28.10. 13:00;0,16535;7,4207;7,2553;0,78;7,42
28.10. 14:00;0,016213;3,5077;3,4915;0,68;7,47
28.10. 15:00;0,016338;2,5705;2,5542;0,64;7,11
28.10. 16:00;0,016105;1,4312;1,4151;0,63;6,35
28.10. 17:00;1,0347;0;0;0,7;5,38
28.10. 18:00;1,2874;0;0;0,75;5,12
28.10. 19:00;0,075945;0;0;0,82;4,86
28.10. 20:00;0,269;0;0;0,76;4,6
28.10. 21:00;1,4126;0;0;0,85;4,34
28.10. 22:00;0,3855;0;0;0,6;4,08
28.10. 23:00;0,16322;0;0;0,43;3,82
29.10. 00:00;0,016283;0;0;0,33;3,85
29.10. 01:00;0,016146;0;0;0,1;3,93
29.10. 02:00;0,016096;0;0;0,03;4,01
29.10. 03:00;0,016293;0;0;0,03;4,07
29.10. 04:00;0,16678;0;0;0,11;4,13
29.10. 05:00;0,016051;0;0;0,29;4,19
29.10. 06:00;0,20002;0;0;0,89;4,25
29.10. 07:00;0,34537;0,006203;0;0,83;4,68
29.10. 08:00;0,016114;2,149;2,1329;0,73;6,58
29.10. 09:00;0,16417;4,1919;4,0277;0,55;8,63
29.10. 10:00;0,016243;4,9228;4,9066;0,55;10,35
29.10. 11:00;0,016207;5,6067;5,5905;0,53;11,77
29.10. 12:00;0,015985;5,6077;5,5917;0,48;12,78
29.10. 13:00;0,016305;6,0598;6,0435;0,45;13,5
29.10. 14:00;0,16557;2,2727;2,1072;0,4;13,13
29.10. 15:00;0,016303;1,71;1,6937;0,42;12,43
29.10. 16:00;0,016222;0,53895;0,52273;0,45;11,34
29.10. 17:00;1,7611;0;0;0,58;10,23
29.10. 18:00;1,1495;0;0;0,65;10,14
29.10. 19:00;0,3674;0;0;0,82;10,04
29.10. 20:00;0,99139;0;0;0,91;9,95
29.10. 21:00;0,43574;0;0;0,81;9,86
29.10. 22:00;0,38263;0;0;0,45;9,77
29.10. 23:00;0,016081;0;0;0,3;9,67
30.10. 00:00;0,16364;0;0;0,18;9,39
30.10. 01:00;0,016152;0;0;0,1;9,09
30.10. 02:00;0,016242;0;0;0,03;8,28
30.10. 03:00;0,016127;0;0;0,03;8,62
30.10. 04:00;0,016103;0;0;0,1;8,49
30.10. 05:00;0,16343;0;0;0,3;8,38
30.10. 06:00;0,20056;0;0;0,82;8,27
30.10. 07:00;0,34123;0;0;0,82;8,31
30.10. 08:00;0,32868;0,13401;0;0,74;8,8
30.10. 09:00;0,059809;0,64562;0,58581;0,55;9,39
30.10. 10:00;0,16443;0,85895;0,69452;0,53;9,85
30.10. 11:00;0,016136;1,093;1,0768;0,51;10,26
30.10. 12:00;0,016136;0,80119;0,78505;0,49;10,39
30.10. 13:00;0,016171;0,82071;0,80454;0,47;10,48
30.10. 14:00;0,016192;0,79927;0,78308;0,42;10,54
30.10. 15:00;0,16491;0,50047;0,33556;0,42;10,44
30.10. 16:00;0,016246;0,086549;0,070303;0,44;10,17
30.10. 17:00;0,34812;0;0;0,57;9,83
30.10. 18:00;0,93387;0;0;0,68;9,4
30.10. 19:00;1,2341;0;0;0,86;9,06
30.10. 20:00;1,3249;0;0;0,81;8,67
30.10. 21:00;0,36914;0;0;0,84;8,29
30.10. 22:00;0,85622;0;0;0,46;7,73
30.10. 23:00;0,016168;0;0;0,29;7,43
31.10. 00:00;0,016367;0;0;0,21;7,18
31.10. 01:00;0,16618;0;0;0,11;6,87
31.10. 02:00;0,016171;0;0;0,04;6,51
31.10. 03:00;0,016231;0;0;0,04;6,33
31.10. 04:00;0,016104;0;0;0,1;6,15
31.10. 05:00;0,016184;0;0;0,31;6,02
31.10. 06:00;0,36174;0;0;0,87;5,9
31.10. 07:00;0,6365;0,00028058;0;0,91;6,01
31.10. 08:00;0,21017;0,97588;0,76572;0,82;7,1
31.10. 09:00;0,056239;1,0921;1,0359;0,66;7,83
31.10. 10:00;0,016319;2,068;2,0517;0,56;8,78
31.10. 11:00;0,16196;1,0525;0,89052;0,5;8,94
31.10. 12:00;0,016199;1,9953;1,9791;0,5;9,43
31.10. 13:00;0,016179;0,48699;0,47081;0,47;9,03
31.10. 14:00;0,016187;0,94458;0,92839;0,45;9,01
31.10. 15:00;0,016169;1,687;1,6709;0,43;9,1
31.10. 16:00;0,16662;0,71723;0,55061;0,48;8,75
31.10. 17:00;0,18329;0;0;0,57;8,26
31.10. 18:00;0,89573;0;0;0,71;7,72
31.10. 19:00;1,0978;0;0;0,85;7,19
31.10. 20:00;1,1726;0;0;0,91;6,38
31.10. 21:00;0,66374;0;0;0,83;6,05
31.10. 22:00;0,17776;0;0;0,69;5,17
31.10. 23:00;0,01617;0;0;0,73;4,2
01.11. 00:00;0,016283;0;0;1,04;3,28
01.11. 01:00;0,016277;0;0;0,88;2,33
01.11. 02:00;0,16357;0;0;0,87;1,38
01.11. 03:00;0,016187;0;0;0,84;0,68
01.11. 04:00;0,016104;0;0;0,81;-0,03
01.11. 05:00;0,016245;0;0;1,06;-0,56
01.11. 06:00;0,20424;0;0;1,48;-1,08
01.11. 07:00;0,78603;0;0;1,35;-1,2
01.11. 08:00;0,088822;0,012372;0;1,32;-1,13
01.11. 09:00;0,016143;0,80154;0,7854;1,44;-0,23
01.11. 10:00;0,015986;1,3782;1,3622;1,45;0,67
01.11. 11:00;0,016244;2,447;2,4308;1,45;1,74
01.11. 12:00;0,16627;2,26;2,0938;1,31;2,35
01.11. 13:00;0,016168;6,4869;6,4707;1,1;3,55
01.11. 14:00;0,015996;4,8125;4,7965;1,06;3,96
01.11. 15:00;0,016239;4,2586;4,2424;0,94;3,91
01.11. 16:00;0,01634;2,1589;2,1426;0,94;3,06
01.11. 17:00;0,54377;0;0;1,06;1,97
01.11. 18:00;1,8429;0;0;1,33;1,64
01.11. 19:00;0,99967;0;0;1,58;1,3
01.11. 20:00;0,27619;0;0;1,59;0,97
01.11. 21:00;0,21563;0;0;1,63;0,63
01.11. 22:00;0,23263;0;0;0,94;0,3
01.11. 23:00;0,016297;0;0;0,71;-0,03
02.11. 00:00;0,01613;0;0;0,57;-0,52
02.11. 01:00;0,016216;0;0;0,45;0,52
02.11. 02:00;0,01625;0;0;0,57;1,01
02.11. 03:00;0,16709;0;0;0,6;1,21
02.11. 04:00;0,016138;0;0;0,66;1,16
02.11. 05:00;0,016232;0;0;0,9;1,45
02.11. 06:00;0,19838;0;0;1,61;1,83
02.11. 07:00;0,44766;0;0;1,6;2
02.11. 08:00;0,74252;0,020783;0;1,23;2,63
02.11. 09:00;0,15878;0,12614;0;0,96;3,35
02.11. 10:00;1,8668;0,25757;0;0,84;3,99
02.11. 11:00;3,6622;0,35192;0;0,83;4,5
02.11. 12:00;1,158;0,31314;0;0,73;4,83
02.11. 13:00;0,68622;0,25545;0;0,68;5,02
02.11. 14:00;4,6459;0,13412;0;0,8;5,07
02.11. 15:00;1,5349;0,036808;0;1,03;4,89
02.11. 16:00;1,9753;0,0021755;0;1,08;4,58
02.11. 17:00;1,3614;0;0;1,16;4,25
02.11. 18:00;1,2919;0;0;1,26;4,26
02.11. 19:00;0,91813;0;0;1,74;4,31
02.11. 20:00;1,2605;0;0;1,67;4,25
02.11. 21:00;0,45828;0;0;1,53;4,36
02.11. 22:00;0,2621;0;0;0,92;4,42
02.11. 23:00;0,16633;0;0;0,67;4,51
03.11. 00:00;0,016309;0;0;0,58;4,34
03.11. 01:00;0,016086;0;0;0,5;4,15
03.11. 02:00;0,016003;0;0;0,62;3,97
03.11. 03:00;0,015995;0;0;0,6;3,71
03.11. 04:00;0,16488;0;0;0,65;3,57
03.11. 05:00;0,016102;0;0;0,92;3,58
03.11. 06:00;0,19205;0;0;1,17;3,59
03.11. 07:00;0,63513;0;0;1,3;3,03
03.11. 08:00;0,029959;0,0053913;0;1,25;3,58
03.11. 09:00;0,16675;0,036233;0;1,67;3,69
03.11. 10:00;0,27102;0,08425;0;1,49;2,84
03.11. 11:00;0,67762;0,1297;0;1,38;3,91
03.11. 12:00;0,78462;0,13387;0;1,28;4,35
03.11. 13:00;1,1236;0,10899;0;1,04;4,42
03.11. 14:00;0,23873;0,060105;0;1,01;4,39
03.11. 15:00;0,030114;0,017309;0;0,89;4,38
03.11. 16:00;1,3171;0,00058822;0;1,21;4,3
03.11. 17:00;1,6056;0;0;1,35;4,09
03.11. 18:00;0,44995;0;0;1,49;3,93
03.11. 19:00;0,65482;0;0;1,64;3,79
03.11. 20:00;0,78981;0;0;1,84;3,59
03.11. 21:00;0,95512;0;0;1,74;3,44
03.11. 22:00;0,13751;0;0;1,27;3,27
03.11. 23:00;0,016018;0;0;1,04;3,1
04.11. 00:00;0,16387;0;0;1,04;2,27
04.11. 01:00;0,016158;0;0;1,07;1,37
04.11. 02:00;0,016134;0;0;1,02;0,48
04.11. 03:00;0,016024;0;0;1,01;0
04.11. 04:00;0,016249;0;0;1,15;-0,48
04.11. 05:00;0,16719;0;0;1,61;-0,82
04.11. 06:00;0,19821;0;0;2,1;-1,16
04.11. 07:00;0,078523;0;0;1,93;-1,13
04.11. 08:00;0,18003;2,9608;2,7808;1,93;1,25
04.11. 09:00;0,060145;5,2373;5,1772;2,42;4,06
04.11. 10:00;0,16762;6,4653;6,2976;2,38;6,54
04.11. 11:00;0,016174;7,4527;7,4365;2,09;8,55
04.11. 12:00;0,016177;7,6385;7,6223;1,84;10
04.11. 13:00;0,016098;7,0608;7,0447;1,7;10,76
04.11. 14:00;0,016101;6,0109;5,9948;1,6;10,86
04.11. 15:00;0,16312;3,8572;3,6941;1,46;9,94
04.11. 16:00;0,01606;0,027494;0,011434;1,79;8,03
04.11. 17:00;0,50003;0;0;2,24;7,22
04.11. 18:00;1,3355;0;0;2,34;6,43
04.11. 19:00;0,44602;0;0;2,32;5,6
04.11. 20:00;0,38459;0;0;2,46;4,76
04.11. 21:00;0,37542;0;0;2,42;3,92
04.11. 22:00;0,28026;0;0;1,3;3,08
04.11. 23:00;0,016196;0;0;1,23;2,24
05.11. 00:00;0,016165;0;0;1,03;1,68
05.11. 01:00;0,16559;0;0;0,98;1,11
05.11. 02:00;0,016064;0;0;0,86;0,55
05.11. 03:00;0,016261;0;0;0,88;0,26
05.11. 04:00;0,016129;0;0;1,03;-0,02
05.11. 05:00;0,016159;0;0;1,43;-0,21
05.11. 06:00;0,35125;0;0;2,33;-0,4
05.11. 07:00;0,32128;0;0;2,04;-0,32
05.11. 08:00;0,090429;2,7522;2,6617;1,82;2,17
05.11. 09:00;0,016331;5,0068;4,9905;1,47;5,17
05.11. 10:00;0,016159;6,2593;6,2431;1,28;7,8
05.11. 11:00;0,16515;7,2265;7,0613;1,05;10,01
05.11. 12:00;0,016054;7,3878;7,3718;0,86;11,6
05.11. 13:00;0,016346;6,3317;6,3154;0,82;12,35
05.11. 14:00;0,016249;4,6237;4,6074;0,85;12,32
05.11. 15:00;0,016136;3,2899;3,2738;0,79;11,38
05.11. 16:00;0,16729;0,02127;0;1,01;9,49
05.11. 17:00;1,2962;0;0;1,28;8,72
05.11. 18:00;1,0558;0;0;1,46;7,94
05.11. 19:00;1,0578;0;0;1,5;7,16
05.11. 20:00;0,46365;0;0;1,46;6,4
05.11. 21:00;0,65999;0;0;1,56;5,59
05.11. 22:00;0,17851;0;0;0,75;4,78
05.11. 23:00;0,016079;0;0;0,51;3,97
06.11. 00:00;0,016315;0;0;0,46;3,16
06.11. 01:00;0,016112;0;0;0,38;2,32
06.11. 02:00;0,16251;0;0;0,49;1,48
06.11. 03:00;0,016088;0;0;0,6;1,03
06.11. 04:00;0,016271;0;0;0,8;0,59
06.11. 05:00;0,016219;0;0;1,37;0,28
06.11. 06:00;0,28707;0;0;2,28;-0,03
06.11. 07:00;0,39586;0;0;2,43;-0,01
06.11. 08:00;0,1485;2,8707;2,7222;2,07;2,32
06.11. 09:00;0,056187;5,2018;5,1456;1,62;5,21
06.11. 10:00;0,016182;6,9337;6,9175;1,48;7,95
06.11. 11:00;0,016075;7,5965;7,5804;1,48;10,11
06.11. 12:00;0,16659;7,6761;7,5095;1,31;11,62
06.11. 13:00;0,016168;7,1759;7,1597;1,32;12,44
06.11. 14:00;0,016101;5,7106;5,6945;1,4;12,49
06.11. 15:00;0,016145;3,9335;3,9174;1,29;11,54
06.11. 16:00;0,016261;0,01823;0,0019688;1,59;9,58
06.11. 17:00;0,18649;0;0;1,89;8,86
06.11. 18:00;1,1018;0;0;2,04;8,14
06.11. 19:00;1,1857;0;0;2,69;7,42
06.11. 20:00;1,0381;0;0;3,1;6,73
06.11. 21:00;0,32297;0;0;2,9;5,98
06.11. 22:00;0,3533;0;0;2,11;5,24
06.11. 23:00;0,016173;0;0;1,83;4,49
07.11. 00:00;0,016107;0;0;1,63;3,92
07.11. 01:00;0,016148;0;0;1,75;3,31
07.11. 02:00;0,016161;0;0;1,27;2,7
07.11. 03:00;0,165;0;0;1,23;2,38
07.11. 04:00;0,016273;0;0;1,61;2,05
07.11. 05:00;0,016139;0;0;2,41;1,83
07.11. 06:00;0,27878;0;0;3,41;1,6
07.11. 07:00;0,30348;0;0;3,33;1,6
07.11. 08:00;0,17888;1,1135;0,93461;2,74;3,22
07.11. 09:00;0,016162;2,9393;2,9231;2,17;5,53
07.11. 10:00;0,016215;4,2595;4,2433;1,62;7,71
07.11. 11:00;0,016198;5,0665;5,0503;1,18;9,52
07.11. 12:00;0,015958;4,8946;4,8787;1,15;10,74
07.11. 13:00;0,16752;5,6507;5,4832;1,32;11,63
07.11. 14:00;0,015869;5,1325;5,1166;1,22;11,92
07.11. 15:00;0,016219;4,2522;4,236;1,33;11,48
07.11. 16:00;0,016128;0,030145;0,014017;1,23;9,87
07.11. 17:00;0,74118;0;0;1,59;9,4
07.11. 18:00;1,6735;0;0;1,87;8,92
07.11. 19:00;0,27527;0;0;2,03;8,44
07.11. 20:00;0,23635;0;0;2,22;7,97
07.11. 21:00;1,1631;0;0;2,32;7,49
07.11. 22:00;0,60305;0;0;1,16;7,05
07.11. 23:00;0,60938;0;0;0,84;6,56
08.11. 00:00;0,016169;0;0;0,52;6,22
08.11. 01:00;0,016229;0;0;0,44;5,87
08.11. 02:00;0,016133;0;0;0,38;5,51
08.11. 03:00;0,016274;0;0;0,39;5,33
08.11. 04:00;0,16582;0;0;0,29;5,15
08.11. 05:00;0,016487;0;0;0,6;5,02
08.11. 06:00;0,16211;0;0;1,1;4,89
08.11. 07:00;0,065467;0;0;1,23;4,89
08.11. 08:00;0,016371;1,3929;1,3765;0,85;6,71
08.11. 09:00;0,1657;3,1039;2,9382;0,76;9,02
08.11. 10:00;0,016232;4,8829;4,8667;0,64;11,46
08.11. 11:00;0,016012;5,6484;5,6324;0,66;13,49
08.11. 12:00;0,016051;6,2497;6,2336;0,6;15,06
08.11. 13:00;0,016154;6,4402;6,4241;0,57;16,09
08.11. 14:00;0,1696;5,087;4,9174;0,69;16,3
08.11. 15:00;0,016143;1,7134;1,6973;0,69;15,24
08.11. 16:00;0,016191;0,0080263;0;0,7;13,44
08.11. 17:00;1,2338;0;0;0,84;13,15
08.11. 18:00;1,116;0;0;0,79;12,86
08.11. 19:00;0,54993;0;0;0,94;12,58
08.11. 20:00;0,47795;0;0;0,96;12,29
08.11. 21:00;1,1301;0;0;0,98;12
08.11. 22:00;0,25667;0;0;0,52;11,71
08.11. 23:00;0,01615;0;0;0,29;11,43
09.11. 00:00;0,16742;0;0;0,19;11,21
09.11. 01:00;0,016056;0;0;0,13;10,97
09.11. 02:00;0,016058;0;0;0,22;10,74
09.11. 03:00;0,016136;0;0;0,22;10,61
09.11. 04:00;0,016008;0;0;0,31;10,49
09.11. 05:00;0,17081;0;0;0,58;10,4
09.11. 06:00;0,20153;0;0;1,25;10,31
09.11. 07:00;0,32943;0;0;1,24;10,32
09.11. 08:00;0,30883;0,029164;0;1,02;10,72
09.11. 09:00;3,7186;0,22768;0;0,92;11,25
09.11. 10:00;2,3905;0,47008;0;0,68;11,71
09.11. 11:00;2,2749;0,57322;0;0,63;12,08
09.11. 12:00;0,58406;0,73874;0,15467;0,56;12,47
09.11. 13:00;0,22622;0,61346;0,38724;0,58;12,65
09.11. 14:00;1,3717;0,56652;0;0,55;12,75
09.11. 15:00;0,42438;0,19212;0;0,53;12,62
09.11. 16:00;3,9058;0,00037547;0;0,76;12,21
09.11. 17:00;3,2282;0;0;0,88;11,94
09.11. 18:00;2,1371;0;0;0,95;11,87
09.11. 19:00;1,2128;0;0;1,15;11,7
09.11. 20:00;0,46207;0;0;1,18;11,49
09.11. 21:00;0,30548;0;0;1,27;11,02
09.11. 22:00;0,1143;0;0;0,82;11,19
09.11. 23:00;0,016175;0;0;0,48;11,01
10.11. 00:00;0,016204;0;0;0,4;10,9
10.11. 01:00;0,16932;0;0;0,29;10,81
10.11. 02:00;0,016238;0;0;0,39;10,71
10.11. 03:00;0,01613;0;0;0,35;10,67
10.11. 04:00;0,016043;0;0;0,43;10,63
10.11. 05:00;0,016235;0;0;0,47;10,6
10.11. 06:00;0,41242;0;0;0,46;10,58
10.11. 07:00;0,37194;0;0;0,53;10,61
10.11. 08:00;0,3061;0,11203;0;0,77;11,34
10.11. 09:00;0,29887;1,3723;1,0735;1,1;12,95
10.11. 10:00;0,16166;2,2481;2,0864;1,14;14,57
10.11. 11:00;0,26805;2,2658;1,9978;1,13;15,75
10.11. 12:00;0,68404;1,0298;0,34571;0,99;15,88
10.11. 13:00;1,426;0,73443;0;0,87;15,71
10.11. 14:00;0,54116;0,28809;0;0,79;15,18
10.11. 15:00;0,16534;0,5863;0,42096;0,64;14,84
10.11. 16:00;0,57542;0,0063157;0;0,7;14,16
10.11. 17:00;1,2523;0;0;0,74;14,03
10.11. 18:00;1,2732;0;0;0,78;13,9
10.11. 19:00;0,57545;0;0;1;13,77
10.11. 20:00;0,43571;0;0;1,03;13,64
10.11. 21:00;0,48726;0;0;0,89;13,51
10.11. 22:00;0,088887;0;0;0,65;13,38
10.11. 23:00;0,016131;0;0;0,5;13,25
11.11. 00:00;0,016358;0;0;0,39;13,06
11.11. 01:00;0,016331;0;0;0,29;12,89
11.11. 02:00;0,16419;0;0;0,41;12,73
11.11. 03:00;0,016238;0;0;0,21;12,52
11.11. 04:00;0,016417;0;0;0,25;12,59
11.11. 05:00;0,01607;0;0;0,3;12,54
11.11. 06:00;0,2944;0;0;0,37;12,5
11.11. 07:00;0,46273;0;0;0,32;12,54
11.11. 08:00;0,22947;0,071526;0;0,56;13,17
11.11. 09:00;0,016245;0,47722;0,46097;1;13,95
11.11. 10:00;0,016142;0,81381;0,79767;1,07;14,79
11.11. 11:00;0,016275;0,95123;0,93496;1,03;15,48
11.11. 12:00;0,16521;1,0111;0,84585;0,99;15,95
11.11. 13:00;0,016059;0,88546;0,8694;0,82;16,21
11.11. 14:00;0,01617;0,64042;0,62425;0,71;16,26
11.11. 15:00;0,016231;0,086916;0,070685;0,61;15,89
11.11. 16:00;0,01621;9,95E-05;0;0,64;15,39
11.11. 17:00;0,35968;0;0;0,65;14,94
11.11. 18:00;2,2205;0;0;0,68;14,52
11.11. 19:00;0,51769;0;0;0,82;14,11
11.11. 20:00;0,351;0;0;0,76;13,69
11.11. 21:00;0,59622;0;0;0,69;13,28
11.11. 22:00;0,49494;0;0;0,45;12,86
11.11. 23:00;0,016255;0;0;0,3;12,45
12.11. 00:00;0,016095;0;0;0,25;11,32
12.11. 01:00;0,016155;0;0;0,15;10,08
12.11. 02:00;0,016117;0;0;0,09;8,85
12.11. 03:00;0,16705;0;0;0,09;8,17
12.11. 04:00;0,016092;0;0;0,36;7,5
12.11. 05:00;0,0163;0;0;0,69;7,05
12.11. 06:00;0,22991;0;0;1,57;6,54
12.11. 07:00;0,23056;0;0;1,64;6,43
12.11. 08:00;0,20838;1,9587;1,7503;1,2;7,66
12.11. 09:00;0,016032;4,5976;4,5816;1,06;9,72
12.11. 10:00;0,016157;4,6505;4,6343;0,96;11,31
12.11. 11:00;0,016158;2,7827;2,7665;0,82;11,97
12.11. 12:00;0,016009;4,9085;4,8924;0,74;12,9
12.11. 13:00;0,1672;4,8081;4,6409;0,76;13,41
12.11. 14:00;0,016277;4,9876;4,9713;0,67;13,56
12.11. 15:00;0,016261;3,884;3,8677;0,69;13,05
12.11. 16:00;0,016269;0,0046529;0;0,8;11,69
12.11. 17:00;0,93879;0;0;1,3;11,16
12.11. 18:00;1,5444;0;0;1,67;10,63
12.11. 19:00;0,14299;0;0;1,84;10,1
12.11. 20:00;0,1064;0;0;1,83;9,57
12.11. 21:00;0,48631;0;0;1,95;9,04
12.11. 22:00;0,59012;0;0;1,4;8,51
12.11. 23:00;0,16663;0;0;1,31;7,98
13.11. 00:00;0,016169;0;0;1,24;7,93
13.11. 01:00;0,016069;0;0;1;7,91
13.11. 02:00;0,016324;0;0;0,78;7,89
13.11. 03:00;0,016159;0;0;0,8;7,89
13.11. 04:00;0,16343;0;0;0,95;7,88
13.11. 05:00;0,016118;0;0;1,58;7,89
13.11. 06:00;0,1976;0;0;2,37;7,89
13.11. 07:00;0,74003;0;0;2,43;7,92
13.11. 08:00;0,2517;0,0075227;0;2,13;8,2
13.11. 09:00;0,20052;0,083778;0;1,75;8,62
13.11. 10:00;0,016093;0,31422;0,29812;1,46;9,13
13.11. 11:00;0,016263;0,4619;0,44564;1,22;9,54
13.11. 12:00;0,016187;0,54927;0,53308;1,01;9,9
13.11. 13:00;0,016185;0,42039;0,4042;0,97;10,08
13.11. 14:00;0,16538;0,18501;0,019627;0,91;10,1
13.11. 15:00;0,016306;0,029919;0,013613;1,08;9,89
13.11. 16:00;0,016216;5,08E-05;0;1,56;9,17
13.11. 17:00;0,313;0;0;1,91;9,33
13.11. 18:00;1,8349;0;0;1,98;9,05
13.11. 19:00;0,7207;0;0;2,28;8,99
13.11. 20:00;0,53035;0;0;2,38;8,73
13.11. 21:00;0,26929;0;0;2,54;8,56
13.11. 22:00;0,20485;0;0;1,49;8,35
13.11. 23:00;0,016236;0;0;1,38;8,13
14.11. 00:00;0,16798;0;0;1,06;7,81
14.11. 01:00;0,016293;0;0;0,95;7,5
14.11. 02:00;0,016318;0;0;0,88;7,2
14.11. 03:00;0,016209;0;0;1;7,09
14.11. 04:00;0,016256;0;0;1,03;6,94
14.11. 05:00;0,16287;0;0;1,52;6,84
14.11. 06:00;0,20122;0;0;2,51;6,75
14.11. 07:00;0,36837;0;0;2,4;6,77
14.11. 08:00;0,052822;0,0019481;0;1,84;6,94
14.11. 09:00;0,016119;0,025126;0,0090069;1,7;7,04
14.11. 10:00;0,16844;0,071133;0;1,53;7,37
14.11. 11:00;0,01611;0,11223;0,096122;1,32;7,57
14.11. 12:00;0,016138;0,23915;0,22301;1,3;7,81
14.11. 13:00;0,016075;5,3487;5,3326;1,23;9,56
14.11. 14:00;0,016134;3,2643;3,2481;1,14;10,33
14.11. 15:00;0,16446;1,078;0,91358;0,99;10,38
14.11. 16:00;0,01632;0,00016357;0;1,07;9,82
14.11. 17:00;1,7061;0;0;1,29;9,45
14.11. 18:00;1,4661;0;0;1,49;9,07
14.11. 19:00;1,0838;0;0;1,71;8,7
14.11. 20:00;1,3112;0;0;1,7;8,32
14.11. 21:00;0,57867;0;0;1,64;7,95
14.11. 22:00;0,50372;0;0;0,8;7,58
14.11. 23:00;0,056148;0;0;0,52;7,2
15.11. 00:00;0,016004;0;0;0,6;6,79
15.11. 01:00;0,16729;0;0;0,51;6,31
15.11. 02:00;0,016422;0;0;0,6;5,83
15.11. 03:00;0,016196;0;0;0,61;5,58
15.11. 04:00;0,016205;0;0;1,04;5,33
15.11. 05:00;0,016192;0;0;1,78;5,15
15.11. 06:00;0,35752;0;0;2,68;4,98
15.11. 07:00;0,37202;0;0;2,64;4,9
15.11. 08:00;0,20477;0,0016838;0;2,09;5,07
15.11. 09:00;0,015989;0,022407;0,006418;1,7;5,25
15.11. 10:00;0,01629;0,088344;0,072054;1,24;5,47
15.11. 11:00;0,16942;0,095962;0;1,05;5,61
15.11. 12:00;0,016164;0,12346;0,1073;1,02;5,71
15.11. 13:00;0,016297;4,5812;4,5649;0,99;7,17
15.11. 14:00;0,016175;3,5128;3,4967;0,92;7,89
15.11. 15:00;0,015972;2,1455;2,1295;0,84;8,02
15.11. 16:00;0,16352;0,00092713;0;1,5;7,5
15.11. 17:00;0,45442;0;0;1,83;7,28
15.11. 18:00;0,94857;0;0;2,23;7,1
15.11. 19:00;0,92602;0;0;2,64;6,87
15.11. 20:00;0,28202;0;0;2,54;6,64
15.11. 21:00;1,3942;0;0;2,32;6,41
15.11. 22:00;0,26229;0;0;1,48;6,17
15.11. 23:00;0,058025;0;0;1,04;5,94
16.11. 00:00;0,016254;0;0;1,21;5,8
16.11. 01:00;0,016179;0;0;1,1;5,68
16.11. 02:00;0,1681;0;0;1,02;5,56
16.11. 03:00;0,0163;0;0;1,05;5,52
16.11. 04:00;0,016269;0;0;1,29;5,48
16.11. 05:00;0,016087;0;0;1,9;5,46
16.11. 06:00;0,19618;0;0;3,1;5,44
16.11. 07:00;0,47099;0;0;3,11;5,47
16.11. 08:00;0,29628;0,0029308;0;3,02;5,66
16.11. 09:00;3,744;0,030412;0;2,24;6
16.11. 10:00;1,5185;0,053876;0;2,2;6,24
16.11. 11:00;1,8599;0,15907;0;2,22;6,55
16.11. 12:00;0,6254;0,36373;0;2,13;6,92
16.11. 13:00;0,75185;5,3623;4,6104;2,07;8,81
16.11. 14:00;3,7438;4,0875;0,3437;1,97;9,78
16.11. 15:00;2,2107;2,7094;0,49872;2,02;10
16.11. 16:00;1,5036;0,00067706;0;2,18;9,35
16.11. 17:00;1,1733;0;0;2,38;9,15
16.11. 18:00;1,1596;0;0;2,44;8,96
16.11. 19:00;0,44545;0;0;2,79;8,76
16.11. 20:00;0,35342;0;0;2,78;8,57
16.11. 21:00;0,56528;0;0;2,83;8,37
16.11. 22:00;0,70078;0;0;1,51;8,18
16.11. 23:00;0,30633;0;0;1,39;7,99
17.11. 00:00;0,016378;0;0;1,27;7,66
17.11. 01:00;0,016246;0;0;1,22;7,34
17.11. 02:00;0,016133;0;0;1,29;7,06
17.11. 03:00;0,16952;0;0;1,22;6,89
17.11. 04:00;0,016135;0;0;1,45;6,72
17.11. 05:00;0,015903;0;0;2,01;6,61
17.11. 06:00;0,016225;0;0;2,92;6,49
17.11. 07:00;0,19395;0;0;2,8;6,49
17.11. 08:00;0,74287;0,1431;0;2,75;7,34
17.11. 09:00;0,031025;1,2794;1,2484;3,31;8,6
17.11. 10:00;0,089691;2,1693;2,0796;2,83;9,99
17.11. 11:00;0,34307;3,1294;2,7863;2,68;11,36
17.11. 12:00;0,73846;2,6002;1,8617;2,65;12,16
17.11. 13:00;1,7679;1,9246;0,15677;2,38;12,46
17.11. 14:00;0,0162;1,5915;1,5753;2,32;12,48
17.11. 15:00;0,29376;0,29986;0,0060932;2,39;11,75
17.11. 16:00;1,163;0;0;2,45;10,81
17.11. 17:00;0,49772;0;0;2,76;10,5
17.11. 18:00;1,0561;0;0;3,22;10,18
17.11. 19:00;0,76738;0;0;3,37;9,87
17.11. 20:00;0,29435;0;0;3,03;9,55
17.11. 21:00;0,22041;0;0;2,96;9,23
17.11. 22:00;0,29582;0;0;1,8;8,92
