Zeit;Verbrauch ;PV-Ertrag;Netzeinspeisung ;Thermische Last 
25.01. 08:00;0,016007;0,00067453;0;9,3
25.01. 09:00;0,016076;2,1344;2,1183;7,6
25.01. 10:00;0,016195;1,5946;1,5784;7,4
25.01. 11:00;0,016075;2,3469;2,3308;7,6
25.01. 12:00;0,16654;3,2088;3,0423;7
25.01. 13:00;0,016332;3,9262;3,9099;7,7
25.01. 14:00;0,016238;4,3197;4,3035;7,1
25.01. 15:00;0,016156;4,61;4,5938;6,8
25.01. 16:00;0,016234;0,54226;0,52602;7,8
25.01. 17:00;3,167;0;0;8,7
25.01. 18:00;4,4074;0;0;8,8
25.01. 19:00;1,422;0;0;9,7
25.01. 20:00;1,1132;0;0;9
25.01. 21:00;1,032;0;0;9,4
25.01. 22:00;0,33175;0;0;5,6
25.01. 23:00;0,016107;0;0;4,6
26.01. 00:00;0,016103;0;0;4,4
26.01. 01:00;0,01622;0;0;4,2
26.01. 02:00;0,016174;0;0;4,5
26.01. 03:00;0,1658;0;0;4,7
26.01. 04:00;0,016115;0;0;5,3
26.01. 05:00;0,016191;0;0;7,9
26.01. 06:00;0,2007;0;0;11,6
26.01. 07:00;0,76252;0;0;10,5
26.01. 08:00;0,29151;0,0002966;0;9,4
26.01. 09:00;0,044224;1,6831;1,6389;8,5
26.01. 10:00;1,9172;3,0219;1,1046;7,5
26.01. 11:00;3,2464;3,7497;0,50323;7,8
26.01. 12:00;2,4529;3,6311;1,1781;7,8
26.01. 13:00;1,2023;2,9785;1,7763;6,9
26.01. 14:00;0,46454;3,3487;2,8841;7,3
26.01. 15:00;1,4739;2,4433;0,9694;7,2
26.01. 16:00;0,15089;0,42353;0,27264;7,8
26.01. 17:00;2,2237;0;0;8,8
26.01. 18:00;1,0944;0;0;8,8
26.01. 19:00;1,125;0;0;9,5
26.01. 20:00;0,58048;0;0;9,3
26.01. 21:00;1,2437;0;0;9,4
26.01. 22:00;0,076357;0;0;5,5
26.01. 23:00;0,16746;0;0;4,7
27.01. 00:00;0,016207;0;0;4,4
27.01. 01:00;0,016092;0;0;4,4
27.01. 02:00;0,016172;0;0;4,7
27.01. 03:00;0,016013;0;0;4,7
27.01. 04:00;0,16331;0;0;5,4
27.01. 05:00;0,016252;0;0;7,6
27.01. 06:00;0,20191;0;0;10,3
27.01. 07:00;0,45718;0;0;9,6
27.01. 08:00;0,13707;0,000741;0;8,9
27.01. 09:00;0,45169;2,9948;2,5431;8
27.01. 10:00;0,064111;3,7287;3,6646;7,4
27.01. 11:00;0,68856;4,4112;3,7226;6,8
27.01. 12:00;1,5942;4,9771;3,3829;6,6
27.01. 13:00;0,44928;5,5964;5,1471;6,8
27.01. 14:00;0,16554;5,6125;5,4469;6,8
27.01. 15:00;0,1794;3,9378;3,7584;6,8
27.01. 16:00;1,59;2,3688;0,77874;7,2
27.01. 17:00;0,63037;0;0;7,4
27.01. 18:00;0,24953;0;0;9
27.01. 19:00;0,55729;0;0;8,6
27.01. 20:00;0,47442;0;0;9,2
27.01. 21:00;1,4369;0;0;9,3
27.01. 22:00;0,18711;0;0;5,4
27.01. 23:00;0,016246;0;0;4,8
28.01. 00:00;0,17026;0;0;5
28.01. 01:00;0,016134;0;0;4,5
28.01. 02:00;0,01602;0;0;5,1
28.01. 03:00;0,016084;0;0;5,2
28.01. 04:00;0,016074;0;0;5,3
28.01. 05:00;0,16839;0;0;8,2
28.01. 06:00;0,28434;0;0;12,5
28.01. 07:00;0,47504;0;0;10,8
28.01. 08:00;0,084681;0;0;9,4
28.01. 09:00;0,016219;0,010993;0;9,7
28.01. 10:00;0,16517;0,035181;0;9
28.01. 11:00;0,01613;0,11186;0,095727;9,1
28.01. 12:00;0,01614;0,50976;0,49362;8,1
28.01. 13:00;0,016129;4,5569;4,5408;7,5
28.01. 14:00;0,01607;3,5918;3,5757;7,1
28.01. 15:00;0,16613;2,7985;2,6324;7,5
28.01. 16:00;0,016123;1,685;1,6689;8,1
28.01. 17:00;0,51229;0;0;8,5
28.01. 18:00;1,7374;0;0;9,4
28.01. 19:00;0,71714;0;0;10,5
28.01. 20:00;0,42338;0;0;10
28.01. 21:00;0,25886;0;0;9,6
28.01. 22:00;0,054543;0;0;5,7
28.01. 23:00;0,016069;0;0;5
29.01. 00:00;0,016014;0;0;5,3
29.01. 01:00;0,16628;0;0;4,9
29.01. 02:00;0,0162;0;0;4,8
29.01. 03:00;0,016195;0;0;5,5
29.01. 04:00;0,01612;0;0;6
29.01. 05:00;0,016117;0;0;8,7
29.01. 06:00;0,3565;0;0;12,1
29.01. 07:00;0,55664;0;0;11,1
29.01. 08:00;0,3031;0;0;9,9
29.01. 09:00;0,16134;2,3677;2,2064;9,7
29.01. 10:00;0,016214;2,2553;2,2391;8,6
29.01. 11:00;0,16769;3,1228;2,9552;8,6
29.01. 12:00;0,016292;6,8445;6,8282;8,5
29.01. 13:00;0,016254;3,2779;3,2617;8,4
29.01. 14:00;0,015972;2,7548;2,7389;7,9
29.01. 15:00;0,015907;1,6492;1,6333;8,4
29.01. 16:00;0,16637;1,7157;1,5493;8,8
29.01. 17:00;1,0849;0;0;9,3
29.01. 18:00;0,29105;0;0;10,9
29.01. 19:00;1,4953;0;0;10,3
29.01. 20:00;0,60778;0;0;11,7
29.01. 21:00;0,7217;0;0;10,9
29.01. 22:00;0,78065;0;0;6,3
29.01. 23:00;0,016225;0;0;5,8
30.01. 00:00;0,016283;0;0;5,2
30.01. 01:00;0,01612;0;0;5,3
30.01. 02:00;0,16602;0;0;5,6
30.01. 03:00;0,016268;0;0;5,6
30.01. 04:00;0,016379;0;0;6,2
30.01. 05:00;0,016002;0;0;9,3
30.01. 06:00;0,29911;0;0;11,8
30.01. 07:00;0,76952;0;0;11,4
30.01. 08:00;0,044088;0;0;10,3
30.01. 09:00;0,016185;0,99817;0,98198;9,4
30.01. 10:00;0,016117;0,12023;0,10411;9,4
30.01. 11:00;0,016011;3,2634;3,2474;9,1
30.01. 12:00;0,1642;6,4672;6,303;8,6
30.01. 13:00;0,016102;3,027;3,0109;8,4
30.01. 14:00;0,016316;2,7119;2,6956;8,3
30.01. 15:00;0,016274;0,4937;0,47743;8,7
30.01. 16:00;0,016223;0,29966;0,28344;9,6
30.01. 17:00;0,62276;0;0;9,8
30.01. 18:00;1,2604;0;0;10,1
30.01. 19:00;0,89777;0;0;11,4
30.01. 20:00;0,50649;0;0;10,8
30.01. 21:00;1,146;0;0;9,7
30.01. 22:00;0,18775;0;0;5,9
30.01. 23:00;0,016158;0;0;5,6
31.01. 00:00;0,016014;0;0;5,4
31.01. 01:00;0,016091;0;0;5,2
31.01. 02:00;0,016171;0;0;5,3
31.01. 03:00;0,1663;0;0;5,6
31.01. 04:00;0,016199;0;0;6,4
31.01. 05:00;0,01612;0;0;9,1
31.01. 06:00;0,20105;0;0;13,2
31.01. 07:00;0,75912;0;0;12,8
31.01. 08:00;0,29852;0,0033537;0;11,2
31.01. 09:00;2,8786;1,6586;0;10,6
31.01. 10:00;2,2464;2,6991;0,45266;9,7
31.01. 11:00;1,0509;3,7822;2,7313;9,7
31.01. 12:00;0,21114;4,8925;4,6813;9,8
31.01. 13:00;1,0595;4,798;3,7385;8,6
31.01. 14:00;0,14442;4,3389;4,1945;8,5
31.01. 15:00;0,32844;3,104;2,7756;9,1
31.01. 16:00;0,044254;2,5291;2,4849;9,4
31.01. 17:00;0,64666;0;0;9,9
31.01. 18:00;1,5241;0;0;10,7
31.01. 19:00;1,2516;0;0;12,4
31.01. 20:00;0,83198;0;0;12,5
31.01. 21:00;0,45252;0;0;12,3
31.01. 22:00;0,21935;0;0;7,3
31.01. 23:00;0,16722;0;0;6,7
01.02. 00:00;0,015984;0;0;6,7
01.02. 01:00;0,01595;0;0;6,6
01.02. 02:00;0,016078;0;0;6,4
01.02. 03:00;0,016157;0;0;6,4
01.02. 04:00;0,16681;0;0;7,5
01.02. 05:00;0,016263;0;0;11,1
01.02. 06:00;0,20366;0;0;15,7
01.02. 07:00;0,35172;0;0;14,4
01.02. 08:00;0,39874;5,24E-05;0;13,1
01.02. 09:00;0,4917;0,014425;0;11,8
01.02. 10:00;0,04007;0,077119;0,037049;11,5
01.02. 11:00;0,36637;0,16052;0;11
01.02. 12:00;0,95662;0,21855;0;10,3
01.02. 13:00;0,01612;0,21437;0,19825;9,9
01.02. 14:00;0,16672;0,1255;0;10,3
01.02. 15:00;0,016024;0,04432;0,028296;10,7
01.02. 16:00;0,10126;0,0045235;0;11
01.02. 17:00;1,3369;0;0;12
01.02. 18:00;0,35455;0;0;11,8
01.02. 19:00;1,4565;0;0;12,3
01.02. 20:00;0,75032;0;0;12,5
01.02. 21:00;0,62333;0;0;13
01.02. 22:00;0,94958;0;0;7
01.02. 23:00;0,016126;0;0;6,3
02.02. 00:00;0,16784;0;0;5,8
02.02. 01:00;0,016146;0;0;5
02.02. 02:00;0,016176;0;0;5,8
02.02. 03:00;0,016295;0;0;5,7
02.02. 04:00;0,016089;0;0;6,4
02.02. 05:00;0,16673;0;0;8,4
02.02. 06:00;0,2015;0;0;12,8
02.02. 07:00;0,34234;0;0;12,8
02.02. 08:00;0,1266;0,0029086;0;9,6
02.02. 09:00;1,2294;0,81067;0;9
02.02. 10:00;3,5538;1,4259;0;8,9
02.02. 11:00;1,1056;1,158;0,052391;8,9
02.02. 12:00;1,6097;1,2314;0;9
02.02. 13:00;0,81871;1,0901;0,27141;8,1
02.02. 14:00;0,43404;1,1472;0,71316;8
02.02. 15:00;0,34835;0,48372;0,13538;8,3
02.02. 16:00;0,71932;0,11447;0;8,6
02.02. 17:00;1,5822;0;0;9,9
02.02. 18:00;0,50133;0;0;9,5
02.02. 19:00;1,2363;0;0;10,4
02.02. 20:00;0,51888;0;0;11,4
02.02. 21:00;0,4033;0;0;10,5
02.02. 22:00;0,091285;0;0;6,4
02.02. 23:00;0,016241;0;0;5,2
03.02. 00:00;0,016243;0;0;5,2
03.02. 01:00;0,16698;0;0;4,8
03.02. 02:00;0,016153;0;0;4,7
03.02. 03:00;0,016251;0;0;4,6
03.02. 04:00;0,015948;0;0;5
03.02. 05:00;0,016234;0;0;7
03.02. 06:00;0,44717;0;0;10,3
03.02. 07:00;0,32365;0;0;9,4
03.02. 08:00;0,3272;9,41E-05;0;8,4
03.02. 09:00;0,29926;0,018103;0;8,1
03.02. 10:00;0,016265;0,083202;0,066937;7,2
03.02. 11:00;0,55783;0,15169;0;6,8
03.02. 12:00;0,60564;0,19085;0;6,9
03.02. 13:00;0,16739;0,20352;0,036133;6,5
03.02. 14:00;0,68045;0,13185;0;6,4
03.02. 15:00;1,2927;0,060687;0;7
03.02. 16:00;1,094;0,0065519;0;6,9
03.02. 17:00;0,34204;0;0;7,3
03.02. 18:00;0,40179;0;0;7,8
03.02. 19:00;0,50677;0;0;9,5
03.02. 20:00;0,4719;0;0;9,5
03.02. 21:00;1,3895;0;0;8,7
03.02. 22:00;0,016153;0;0;5,5
03.02. 23:00;0,016099;0;0;5
04.02. 00:00;0,015971;0;0;4,1
04.02. 01:00;0,01621;0;0;4,3
04.02. 02:00;0,16578;0;0;3,6
04.02. 03:00;0,016134;0;0;4,1
04.02. 04:00;0,016149;0;0;4,1
04.02. 05:00;0,016447;0;0;5,3
04.02. 06:00;0,20151;0;0;7,4
04.02. 07:00;0,64665;0;0;7,8
04.02. 08:00;0,094172;0,0051622;0;6,3
04.02. 09:00;0,016036;1,5974;1,5814;6
04.02. 10:00;0,016184;2,0146;1,9984;5,6
04.02. 11:00;0,016179;2,7689;2,7527;5,6
04.02. 12:00;0,16761;1,536;1,3684;5,7
04.02. 13:00;0,016091;0,89805;0,88196;5,2
04.02. 14:00;0,01618;0,55018;0,534;5
04.02. 15:00;0,01631;0,016643;0,0003333;4,8
04.02. 16:00;0,016236;0,0017982;0;4,8
04.02. 17:00;2,132;0;0;5
04.02. 18:00;1,2502;0;0;5,6
04.02. 19:00;0,25589;0;0;6
04.02. 20:00;1,0206;0;0;5,4
04.02. 21:00;0,45149;0;0;5,4
04.02. 22:00;0,16535;0;0;2,7
04.02. 23:00;0,016283;0;0;2,3
05.02. 00:00;0,016309;0;0;1,9
05.02. 01:00;0,016054;0;0;1,9
05.02. 02:00;0,016185;0;0;1,8
05.02. 03:00;0,16601;0;0;1,8
05.02. 04:00;0,016037;0;0;2
05.02. 05:00;0,016206;0;0;3,2
05.02. 06:00;0,20822;0;0;4,4
05.02. 07:00;0,41308;0;0;4,5
05.02. 08:00;0,16938;0,012312;0;3,8
05.02. 09:00;0,016333;2,301;2,2847;3,4
05.02. 10:00;0,015864;3,4153;3,3995;3
05.02. 11:00;0,016029;4,8278;4,8118;3,1
05.02. 12:00;0,016051;5,7666;5,7505;2,9
05.02. 13:00;0,16679;5,633;5,4662;3
05.02. 14:00;0,016259;6,0123;5,996;3,1
05.02. 15:00;0,016223;4,2085;4,1923;3,3
05.02. 16:00;0,016075;3,0112;2,9951;3,4
05.02. 17:00;1,3068;5,79E-05;0;3,1
05.02. 18:00;1,029;0;0;3,5
05.02. 19:00;0,3993;0;0;3,5
05.02. 20:00;1,2569;0;0;3,8
05.02. 21:00;0,67113;0;0;3,6
05.02. 22:00;0,2396;0;0;2,2
05.02. 23:00;0,16397;0;0;1,9
06.02. 00:00;0,016087;0;0;1,7
06.02. 01:00;0,015953;0;0;1,8
06.02. 02:00;0,016132;0;0;1,8
06.02. 03:00;0,016097;0;0;1,8
06.02. 04:00;0,16243;0;0;2
06.02. 05:00;0,016155;0;0;3,3
06.02. 06:00;0,20564;0;0;4,7
06.02. 07:00;0,45477;0;0;4,6
06.02. 08:00;0,30336;0,00045685;0;4
06.02. 09:00;0,33649;0,23754;0;3,7
06.02. 10:00;0,016112;1,2622;1,2461;3,8
06.02. 11:00;0,016082;1,9073;1,8912;3,3
06.02. 12:00;0,016172;5,3179;5,3017;3,1
06.02. 13:00;0,016238;1,8449;1,8286;3,3
06.02. 14:00;0,1636;6,1446;5,981;3,4
06.02. 15:00;0,016576;5,081;5,0645;3,7
06.02. 16:00;0,01619;0,12099;0,1048;3,9
06.02. 17:00;0,016249;0;0;4,1
06.02. 18:00;0,8465;0;0;4,5
06.02. 19:00;1,928;0;0;5,2
06.02. 20:00;0,78894;0;0;5,3
06.02. 21:00;0,39905;0;0;4,9
06.02. 22:00;0,047372;0;0;3,1
06.02. 23:00;0,016103;0;0;2,6
07.02. 00:00;0,16493;0;0;2,6
07.02. 01:00;0,016103;0;0;2,8
07.02. 02:00;0,016013;0;0;2,5
07.02. 03:00;0,016085;0;0;3
07.02. 04:00;0,016217;0;0;3,2
07.02. 05:00;0,16483;0;0;4,6
07.02. 06:00;0,40055;0;0;6,4
07.02. 07:00;0,64185;0;0;6,5
07.02. 08:00;0,02009;0,023097;0,0030073;5,5
07.02. 09:00;0,016303;2,9083;2,892;5
07.02. 10:00;0,16826;5,1152;4,947;4,2
07.02. 11:00;0,01628;5,7496;5,7333;4
07.02. 12:00;0,016133;2,9149;2,8988;3,2
07.02. 13:00;0,01626;5,3697;5,3535;2,7
07.02. 14:00;0,016149;6,3979;6,3817;2,4
07.02. 15:00;0,16549;2,8328;2,6673;2,5
07.02. 16:00;0,016182;2,0889;2,0728;2,9
07.02. 17:00;1,2231;0,00033554;0;3,7
07.02. 18:00;1,0566;0;0;4,2
07.02. 19:00;0,2754;0;0;4,3
07.02. 20:00;0,76852;0;0;4,9
07.02. 21:00;0,89493;0;0;4,6
07.02. 22:00;0,50844;0;0;2,5
07.02. 23:00;0,29922;0;0;2,2
08.02. 00:00;0,016039;0;0;2,3
08.02. 01:00;0,16479;0;0;2,4
08.02. 02:00;0,016182;0;0;2,9
08.02. 03:00;0,01618;0;0;3
08.02. 04:00;0,016224;0;0;3,4
08.02. 05:00;0,016108;0;0;5,6
08.02. 06:00;0,34493;0;0;7,6
08.02. 07:00;0,32595;0;0;7,7
08.02. 08:00;0,082495;0,00091665;0;6,4
08.02. 09:00;0,01628;0,14203;0,12575;5,9
08.02. 10:00;0,016281;0,49423;0,47794;5
08.02. 11:00;0,16705;0,66805;0,50101;4,8
08.02. 12:00;0,01603;0,74991;0,73388;5
08.02. 13:00;0,016237;0,88025;0,86401;4,8
08.02. 14:00;0,016094;0,68744;0,67134;4,1
08.02. 15:00;0,016189;0,27796;0,26177;4,2
08.02. 16:00;0,16918;0,034541;0;5
08.02. 17:00;0,52824;0;0;5,8
08.02. 18:00;1,6017;0;0;6,7
08.02. 19:00;1,2804;0;0;7,4
08.02. 20:00;0,64443;0;0;8,4
08.02. 21:00;0,70641;0;0;8,7
08.02. 22:00;0,15855;0;0;5,8
08.02. 23:00;0,01623;0;0;5,4
09.02. 00:00;0,016189;0;0;5,6
09.02. 01:00;0,016159;0;0;5,3
09.02. 02:00;0,16369;0;0;5,3
09.02. 03:00;0,01609;0;0;5,6
09.02. 04:00;0,0162;0;0;5,9
09.02. 05:00;0,01629;0;0;8,3
09.02. 06:00;0,21419;0;0;11,5
09.02. 07:00;0,878;0;0;10,1
09.02. 08:00;0,25331;0,03873;0;8,4
09.02. 09:00;2,2816;3,8973;1,6157;7,2
09.02. 10:00;2,8514;5,3355;2,4841;6,2
09.02. 11:00;1,1079;5,4034;4,2954;5,8
09.02. 12:00;3,9272;6,7464;2,8193;5,2
09.02. 13:00;2,2449;7,0695;4,8246;5,4
09.02. 14:00;2,0807;6,0222;3,9415;5
09.02. 15:00;0,45404;5,1193;4,6652;4,6
09.02. 16:00;0,95407;2,9269;1,9729;5,8
09.02. 17:00;1,3678;0,00054921;0;6,3
09.02. 18:00;1,528;0;0;7
09.02. 19:00;0,53262;0;0;6,4
09.02. 20:00;0,42852;0;0;7,8
09.02. 21:00;0,35646;0;0;7,5
09.02. 22:00;0,20847;0;0;4,4
09.02. 23:00;0,016387;0;0;4
10.02. 00:00;0,016071;0;0;3,6
10.02. 01:00;0,016145;0;0;3,5
10.02. 02:00;0,016137;0;0;3,5
10.02. 03:00;0,16485;0;0;3,2
10.02. 04:00;0,016069;0;0;3,9
10.02. 05:00;0,01605;0;0;5,3
10.02. 06:00;0,37696;0;0;7,1
10.02. 07:00;0,3322;0;0;7,4
10.02. 08:00;0,74761;0,0061595;0;6,8
10.02. 09:00;0,048974;0,7822;0,73323;6,4
10.02. 10:00;0,10286;0,98782;0,88495;6
10.02. 11:00;0,075642;1,3188;1,2432;5,3
10.02. 12:00;0,95358;1,8252;0,87159;4,8
10.02. 13:00;1,4738;1,923;0,4492;4,8
10.02. 14:00;0,31373;1,583;1,2693;4,5
10.02. 15:00;0,37232;1,3623;0,99;5,2
10.02. 16:00;0,28863;0,41164;0,12301;5,2
10.02. 17:00;1,2548;0;0;5,8
10.02. 18:00;1,1511;0;0;5,6
10.02. 19:00;0,76123;0;0;6
10.02. 20:00;0,53086;0;0;6,7
10.02. 21:00;1,1584;0;0;5,6
10.02. 22:00;0,016017;0;0;3,3
10.02. 23:00;0,16855;0;0;2,6
11.02. 00:00;0,016297;0;0;2,4
11.02. 01:00;0,016163;0;0;2
11.02. 02:00;0,016089;0;0;1,8
11.02. 03:00;0,016162;0;0;2
11.02. 04:00;0,16715;0;0;2,3
11.02. 05:00;0,016087;0;0;3,3
11.02. 06:00;0,21203;0;0;4,4
11.02. 07:00;0,40231;0;0;4,3
11.02. 08:00;0,18397;0,04533;0;3,9
11.02. 09:00;0,16533;0,60469;0,43936;4
11.02. 10:00;0,016348;1,1735;1,1572;3,9
11.02. 11:00;0,016104;1,6031;1,587;3,9
11.02. 12:00;0,016252;1,5046;1,4884;3,6
11.02. 13:00;0,016154;1,5184;1,5023;3,8
11.02. 14:00;0,16549;1,4614;1,2959;3,6
11.02. 15:00;0,016286;1,0922;1,0759;3,5
11.02. 16:00;0,016064;0,27463;0,25857;3,7
11.02. 17:00;1,787;0;0;4
11.02. 18:00;2,0619;0;0;4,2
11.02. 19:00;0,80037;0;0;4,4
11.02. 20:00;0,32646;0;0;4,9
11.02. 21:00;0,8402;0;0;4,4
11.02. 22:00;0,86993;0;0;3
11.02. 23:00;0,016169;0;0;2,5
12.02. 00:00;0,17002;0;0;2,8
12.02. 01:00;0,016113;0;0;2,7
12.02. 02:00;0,016155;0;0;2,7
12.02. 03:00;0,016135;0;0;3
12.02. 04:00;0,016191;0;0;3,3
12.02. 05:00;0,16376;0;0;4,6
12.02. 06:00;0,20224;0;0;6,9
12.02. 07:00;0,45591;0;0;6,8
12.02. 08:00;0,16082;0,11755;0;6,1
12.02. 09:00;0,016233;0,74738;0,73115;5,8
12.02. 10:00;0,16703;1,3191;1,1521;5,7
12.02. 11:00;0,016088;1,4605;1,4444;5,4
12.02. 12:00;0,016314;1,8288;1,8124;5,1
12.02. 13:00;0,015987;1,7974;1,7814;5,1
12.02. 14:00;0,016218;1,3931;1,3768;4,9
12.02. 15:00;0,16151;0,85571;0,69421;5,1
12.02. 16:00;0,016143;0,2708;0,25466;5,4
12.02. 17:00;1,6465;0;0;6
12.02. 18:00;1,0887;0;0;6,4
12.02. 19:00;0,21905;0;0;6,4
12.02. 20:00;0,56626;0;0;6,5
12.02. 21:00;0,31953;0;0;6,2
12.02. 22:00;0,028724;0;0;3,8
12.02. 23:00;0,016252;0;0;3,6
13.02. 00:00;0,016191;0;0;3,3
13.02. 01:00;0,16523;0;0;3,2
13.02. 02:00;0,016141;0;0;3,1
13.02. 03:00;0,016041;0;0;3,5
13.02. 04:00;0,016224;0;0;4
13.02. 05:00;0,016073;0;0;5,9
13.02. 06:00;0,35269;0;0;8,2
13.02. 07:00;0,77517;0;0;8,6
13.02. 08:00;0,17381;0,00077718;0;7
13.02. 09:00;0,016234;0,68334;0,66711;6,3
13.02. 10:00;0,016148;5,1452;5,1291;5,2
13.02. 11:00;0,16454;1,2674;1,1029;5
13.02. 12:00;0,016163;2,5184;2,5023;4,8
13.02. 13:00;0,016129;3,2452;3,2291;5,1
13.02. 14:00;0,016022;7,0592;7,0432;4,9
13.02. 15:00;0,016142;4,884;4,8678;4,9
13.02. 16:00;0,16481;1,6886;1,5237;5,5
13.02. 17:00;0,63164;0,046042;0;5,7
13.02. 18:00;1,7599;0;0;6
13.02. 19:00;0,55946;0;0;6,7
13.02. 20:00;0,46912;0;0;6,2
13.02. 21:00;1,5217;0;0;6,6
13.02. 22:00;0,52345;0;0;4
13.02. 23:00;0,30024;0;0;3,6
14.02. 00:00;0,016233;0;0;3,6
14.02. 01:00;0,016323;0;0;3,4
14.02. 02:00;0,16567;0;0;3,4
14.02. 03:00;0,016094;0;0;3,3
14.02. 04:00;0,016024;0;0;3,9
14.02. 05:00;0,016052;0;0;5,8
14.02. 06:00;0,19998;0;0;7,8
14.02. 07:00;0,45856;0;0;7,3
14.02. 08:00;0,030701;2,5782;2,5475;6
14.02. 09:00;0,01613;4,9428;4,9266;6,1
14.02. 10:00;0,016185;5,9265;5,9103;5,5
14.02. 11:00;0,015982;7,1835;7,1675;4,9
14.02. 12:00;0,1679;3,8025;3,6346;5,1
14.02. 13:00;0,016268;3,6393;3,6231;4,8
14.02. 14:00;0,016126;1,4687;1,4525;4,5
14.02. 15:00;0,016177;2,6631;2,6469;4,8
14.02. 16:00;0,016142;0,1167;0,10056;5,2
14.02. 17:00;1,765;6,05E-05;0;5,3
14.02. 18:00;1,2695;0;0;5,5
14.02. 19:00;0,42042;0;0;6,4
14.02. 20:00;1,3482;0;0;6,7
14.02. 21:00;0,65307;0;0;6,3
14.02. 22:00;0,41651;0;0;4,2
14.02. 23:00;0,078413;0;0;3,5
15.02. 00:00;0,016379;0;0;3,9
15.02. 01:00;0,016098;0;0;3,7
15.02. 02:00;0,01619;0;0;3,5
15.02. 03:00;0,16336;0;0;3,8
15.02. 04:00;0,016105;0;0;4,2
15.02. 05:00;0,016158;0;0;6,5
15.02. 06:00;0,19957;0;0;9,1
15.02. 07:00;0,51407;0;0;8,2
15.02. 08:00;0,29587;0,034414;0;7,6
15.02. 09:00;0,040849;0,030812;0;6,5
15.02. 10:00;0,016222;1,5196;1,5034;6,1
15.02. 11:00;0,016197;3,6093;3,5931;6
15.02. 12:00;0,016244;4,2152;4,199;5,1
15.02. 13:00;0,16307;4,4034;4,2403;5,5
15.02. 14:00;0,016105;5,3658;5,3497;5,4
15.02. 15:00;0,016291;4,0927;4,0764;5,6
15.02. 16:00;0,016279;2,2069;2,1906;6,2
15.02. 17:00;0,035602;0,0032549;0;6,3
15.02. 18:00;1,5241;0;0;6,5
15.02. 19:00;1,0057;0;0;7
15.02. 20:00;0,32659;0;0;7,1
15.02. 21:00;0,98248;0;0;7
15.02. 22:00;0,3517;0;0;4,3
15.02. 23:00;0,16857;0;0;3,6
16.02. 00:00;0,016227;0;0;3,4
16.02. 01:00;0,016146;0;0;3,2
16.02. 02:00;0,016211;0;0;3,6
16.02. 03:00;0,01603;0;0;3,5
16.02. 04:00;0,16679;0;0;3,9
16.02. 05:00;0,016371;0;0;5,4
16.02. 06:00;0,30537;0;0;8,5
16.02. 07:00;0,24849;0;0;7,5
16.02. 08:00;0,5841;0,014926;0;6,4
16.02. 09:00;3,0354;0,1075;0;5,6
16.02. 10:00;2,2638;0,44593;0;5,3
16.02. 11:00;0,95564;0,57535;0;5,7
16.02. 12:00;0,86936;0,65363;0;5,2
16.02. 13:00;4,084;0,64064;0;4,7
16.02. 14:00;2,7481;0,53373;0;4,8
16.02. 15:00;1,1901;0,30342;0;5,1
16.02. 16:00;0,19085;0,069898;0;5,6
16.02. 17:00;1,8807;8,68E-05;0;5,8
16.02. 18:00;0,7071;0;0;7,1
16.02. 19:00;0,54498;0;0;7,9
16.02. 20:00;0,28568;0;0;7,7
16.02. 21:00;0,47465;0;0;7
16.02. 22:00;0,79246;0;0;4,8
16.02. 23:00;0,016167;0;0;4,5
17.02. 00:00;0,16495;0;0;5,1
17.02. 01:00;0,016335;0;0;5,3
17.02. 02:00;0,016263;0;0;5,5
17.02. 03:00;0,016096;0;0;5,1
17.02. 04:00;0,016041;0;0;5,7
17.02. 05:00;0,16833;0;0;8,2
17.02. 06:00;0,20129;0;0;10,8
17.02. 07:00;0,38674;0;0;9,8
17.02. 08:00;0,099798;0,41648;0,31669;9,3
17.02. 09:00;0,30113;2,3312;2,03;7,6
17.02. 10:00;0,1668;4,3877;4,2209;7
17.02. 11:00;0,91323;5,0696;4,1564;6,8
17.02. 12:00;0,63329;4,9955;4,3622;6,7
17.02. 13:00;0,47905;5,1677;4,6887;5,6
17.02. 14:00;0,67441;5,1593;4,4849;5,7
17.02. 15:00;1,0844;2,8128;1,7283;5,3
17.02. 16:00;0,63539;0,89954;0,26415;6,2
17.02. 17:00;1,0099;0,00013911;0;6,6
17.02. 18:00;0,47917;0;0;7,6
17.02. 19:00;0,32318;0;0;9,2
17.02. 20:00;1,552;0;0;9,1
17.02. 21:00;0,50283;0;0;8,7
17.02. 22:00;0,17813;0;0;5,3
17.02. 23:00;0,016119;0;0;4,6
18.02. 00:00;0,01626;0;0;4,5
18.02. 01:00;0,16796;0;0;4,6
18.02. 02:00;0,016362;0;0;4,7
18.02. 03:00;0,016136;0;0;4,8
18.02. 04:00;0,016276;0;0;5,7
18.02. 05:00;0,016316;0;0;7,7
18.02. 06:00;0,35251;0;0;11,7
18.02. 07:00;0,023518;0;0;10,6
18.02. 08:00;0,016303;0,12303;0,10672;9,4
18.02. 09:00;0,01596;0,22699;0,21103;8,8
18.02. 10:00;0,016068;0,99438;0,97831;9
18.02. 11:00;0,16811;0,94534;0,77722;8,4
18.02. 12:00;0,016263;1,1025;1,0862;8,8
18.02. 13:00;0,016452;4,0158;3,9994;7,4
18.02. 14:00;0,016168;3,2443;3,2281;7,9
18.02. 15:00;0,016206;1,6384;1,6222;8
18.02. 16:00;0,16863;4,2865;4,1178;8
