Zeit;Verbrauch ;PV-Ertrag;Netzeinspeisung ;Thermische Last 
22.10. 16:00;0,016076;0,60619;0,59011;3,5
22.10. 17:00;0,33598;0;0;3,7
22.10. 18:00;1,8764;0;0;4,4
22.10. 19:00;0,77733;0;0;4,9
22.10. 20:00;0,31797;0;0;5,1
22.10. 21:00;0,52806;0;0;5,5
22.10. 22:00;0,47416;0;0;3,6
22.10. 23:00;0,080725;0;0;2,9
23.10. 00:00;0,016306;0;0;2,8
23.10. 01:00;0,01614;0;0;2,8
23.10. 02:00;0,016049;0;0;2,6
23.10. 03:00;0,16158;0;0;2,9
23.10. 04:00;0,016203;0;0;3,2
23.10. 05:00;0,016374;0;0;4,5
23.10. 06:00;0,19537;0;0;6,2
23.10. 07:00;0,34922;0,0028679;0;5,6
23.10. 08:00;0,23304;1,1332;0,90021;4,7
23.10. 09:00;0,01618;2,0817;2,0655;3,9
23.10. 10:00;0,016081;2,8263;2,8102;3,7
23.10. 11:00;0,016008;3,2826;3,2666;3,9
23.10. 12:00;0,016111;3,995;3,9789;3,4
23.10. 13:00;0,17044;3,4116;3,2412;3,1
23.10. 14:00;0,016231;2,2409;2,2247;3,2
23.10. 15:00;0,016344;1,237;1,2206;3,6
23.10. 16:00;0,016238;0,34695;0,33071;4,2
23.10. 17:00;0,50288;0;0;4,7
23.10. 18:00;1,7619;0;0;5,2
23.10. 19:00;1,1104;0;0;5,3
23.10. 20:00;0,49959;0;0;5,7
23.10. 21:00;1,3158;0;0;5,6
23.10. 22:00;0,26769;0;0;3,8
23.10. 23:00;0,22546;0;0;3,4
24.10. 00:00;0,016048;0;0;3,4
24.10. 01:00;0,016131;0;0;3,4
24.10. 02:00;0,016232;0;0;3,7
24.10. 03:00;0,016067;0;0;3,5
24.10. 04:00;0,165;0;0;4,5
24.10. 05:00;0,016296;0;0;6
24.10. 06:00;0,20223;0;0;7,9
24.10. 07:00;0,54823;0,0047891;0;6,8
24.10. 08:00;0,14944;1,8593;1,7099;5,6
24.10. 09:00;0,19542;3,6671;3,4717;4,9
24.10. 10:00;0,016208;5,1376;5,1214;3,9
24.10. 11:00;0,016082;5,8557;5,8396;3,6
24.10. 12:00;0,016117;5,6903;5,6742;3,1
24.10. 13:00;0,016154;5,0256;5,0094;2,7
24.10. 14:00;0,16243;3,9721;3,8097;2,6
24.10. 15:00;0,016257;2,9936;2,9773;2,9
24.10. 16:00;0,016026;1,2055;1,1895;3,4
24.10. 17:00;0,02285;0;0;4,1
24.10. 18:00;1,225;0;0;4,9
24.10. 19:00;1,2605;0;0;5,3
24.10. 20:00;0,30078;0;0;5,3
24.10. 21:00;0,48515;0;0;5,4
24.10. 22:00;0,31465;0;0;3,5
24.10. 23:00;0,078648;0;0;2,9
25.10. 00:00;0,16348;0;0;2,8
25.10. 01:00;0,016197;0;0;2,6
25.10. 02:00;0,016161;0;0;2,9
25.10. 03:00;0,016357;0;0;3,1
25.10. 04:00;0,016099;0;0;3,6
25.10. 05:00;0,16996;0;0;4,9
25.10. 06:00;0,20094;0;0;6,1
25.10. 07:00;0,17275;0,0093224;0;5,5
25.10. 08:00;0,15037;2,0227;1,8723;4,3
25.10. 09:00;0,016168;4,1236;4,1074;3,1
25.10. 10:00;0,16374;3,225;3,0612;2,6
25.10. 11:00;0,016021;1,6763;1,6603;2
25.10. 12:00;0,016194;0,85224;0,83604;1,9
25.10. 13:00;0,01607;2,2266;2,2106;1,9
25.10. 14:00;0,01621;5,0385;5,0223;1,8
25.10. 15:00;0,16994;4,9978;4,8279;1,9
25.10. 16:00;0,016051;2,6329;2,6168;2,5
25.10. 17:00;1,8598;0;0;2,9
25.10. 18:00;1,3021;0;0;3,4
25.10. 19:00;0,50583;0;0;3,5
25.10. 20:00;1,4262;0;0;3,6
25.10. 21:00;0,50656;0;0;3,3
25.10. 22:00;0,46186;0;0;2
25.10. 23:00;0,016099;0;0;1,7
26.10. 00:00;0,016277;0;0;1,6
26.10. 01:00;0,16694;0;0;1,5
26.10. 02:00;0,016152;0;0;1,8
26.10. 03:00;0,016152;0;0;1,7
26.10. 04:00;0,01608;0;0;1,9
26.10. 05:00;0,01625;0;0;2,5
26.10. 06:00;0,3057;0;0;3,5
26.10. 07:00;0,063833;5,70E-05;0;3,2
26.10. 08:00;0,30634;0,023528;0;2,5
26.10. 09:00;3,2678;0,13594;0;1,8
26.10. 10:00;1,9177;0,27399;0;1,6
26.10. 11:00;1,6622;0,42508;0;1,6
26.10. 12:00;0,18966;0,43074;0,24108;1,4
26.10. 13:00;0,9525;0,33714;0;1,4
26.10. 14:00;0,27969;0,25556;0;1,4
26.10. 15:00;0,46251;0,064979;0;1,3
26.10. 16:00;3,1756;0,010003;0;2
26.10. 17:00;4,2517;0;0;2,2
26.10. 18:00;2,2361;0;0;2,3
26.10. 19:00;0,90293;0;0;2,9
26.10. 20:00;1,2518;0;0;3,5
26.10. 21:00;1,7931;0;0;3,3
26.10. 22:00;0,32306;0;0;2,1
26.10. 23:00;0,016347;0;0;1,6
27.10. 00:00;0,016227;0;0;1,6
27.10. 01:00;0,016141;0;0;1,6
27.10. 02:00;0,16632;0;0;1,6
27.10. 03:00;0,01609;0;0;1,2
27.10. 04:00;0,016083;0;0;1,7
27.10. 05:00;0,01615;0;0;2,1
27.10. 06:00;0,21159;0;0;2,7
27.10. 07:00;0,60638;0,0047635;0;2,3
27.10. 08:00;0,13095;2,4898;2,3589;2,3
27.10. 09:00;0,38213;4,1859;3,8038;2,1
27.10. 10:00;0,01616;7,4738;7,4576;1,9
27.10. 11:00;0,78249;4,984;4,2015;1,9
27.10. 12:00;0,98174;7,0042;6,0225;1,7
27.10. 13:00;0,49081;4,3709;3,8801;1,7
27.10. 14:00;0,43056;0,92928;0,49872;1,5
27.10. 15:00;0,33531;0,35983;0,024516;1,5
27.10. 16:00;1,2609;0,36911;0;2
27.10. 17:00;0,52373;0;0;2,6
27.10. 18:00;1,2799;0;0;2,7
27.10. 19:00;0,35751;0;0;3,3
27.10. 20:00;1,3339;0;0;3,4
27.10. 21:00;0,38855;0;0;3,1
27.10. 22:00;0,65857;0;0;2,5
27.10. 23:00;0,42504;0;0;2,2
28.10. 00:00;0,016248;0;0;2,4
28.10. 01:00;0,016205;0;0;2,2
28.10. 02:00;0,016156;0;0;2,2
28.10. 03:00;0,16114;0;0;2,5
28.10. 04:00;0,016202;0;0;2,8
28.10. 05:00;0,016148;0;0;3,6
28.10. 06:00;0,18879;0;0;4,8
28.10. 07:00;0,027444;0,00037345;0;4,4
28.10. 08:00;0,16537;0,59675;0,43138;4
28.10. 09:00;0,016005;1,2071;1,1911;3,7
28.10. 10:00;0,016184;2,2003;2,1841;3,1
28.10. 11:00;0,016072;3,094;3,0779;2,7
28.10. 12:00;0,016254;6,7854;6,7691;2,4
28.10. 13:00;0,16535;7,4207;7,2553;2,3
28.10. 14:00;0,016213;3,5077;3,4915;2,4
28.10. 15:00;0,016338;2,5705;2,5542;2,8
28.10. 16:00;0,016105;1,4312;1,4151;3,4
28.10. 17:00;1,0347;0;0;3,9
28.10. 18:00;1,2874;0;0;4,3
28.10. 19:00;0,075945;0;0;4,5
28.10. 20:00;0,269;0;0;4,6
28.10. 21:00;1,4126;0;0;4,7
28.10. 22:00;0,3855;0;0;2,9
28.10. 23:00;0,16322;0;0;2,5
29.10. 00:00;0,016283;0;0;2,3
29.10. 01:00;0,016146;0;0;2,3
29.10. 02:00;0,016096;0;0;2,1
29.10. 03:00;0,016293;0;0;2,2
29.10. 04:00;0,16678;0;0;2,4
29.10. 05:00;0,016051;0;0;2,9
29.10. 06:00;0,20002;0;0;4,3
29.10. 07:00;0,34537;0,006203;0;3,8
29.10. 08:00;0,016114;2,149;2,1329;3,2
29.10. 09:00;0,16417;4,1919;4,0277;2,6
29.10. 10:00;0,016243;4,9228;4,9066;2,2
29.10. 11:00;0,016207;5,6067;5,5905;1,7
29.10. 12:00;0,015985;5,6077;5,5917;1,5
29.10. 13:00;0,016305;6,0598;6,0435;1,5
29.10. 14:00;0,16557;2,2727;2,1072;1,4
29.10. 15:00;0,016303;1,71;1,6937;1,5
29.10. 16:00;0,016222;0,53895;0,52273;1,8
29.10. 17:00;1,7611;0;0;2,3
29.10. 18:00;1,1495;0;0;2,2
29.10. 19:00;0,3674;0;0;2,6
29.10. 20:00;0,99139;0;0;2,8
29.10. 21:00;0,43574;0;0;2,5
29.10. 22:00;0,38263;0;0;1,7
29.10. 23:00;0,016081;0;0;1,6
30.10. 00:00;0,16364;0;0;1,3
30.10. 01:00;0,016152;0;0;1,3
30.10. 02:00;0,016242;0;0;1,3
30.10. 03:00;0,016127;0;0;1,3
30.10. 04:00;0,016103;0;0;1,5
30.10. 05:00;0,16343;0;0;1,9
30.10. 06:00;0,20056;0;0;3,1
30.10. 07:00;0,34123;0;0;3,1
30.10. 08:00;0,32868;0,13401;0;2,7
30.10. 09:00;0,059809;0,64562;0,58581;2,2
30.10. 10:00;0,16443;0,85895;0,69452;2,1
30.10. 11:00;0,016136;1,093;1,0768;2,1
30.10. 12:00;0,016136;0,80119;0,78505;2
30.10. 13:00;0,016171;0,82071;0,80454;2
30.10. 14:00;0,016192;0,79927;0,78308;1,9
30.10. 15:00;0,16491;0,50047;0,33556;2,3
30.10. 16:00;0,016246;0,086549;0,070303;2,3
30.10. 17:00;0,34812;0;0;2,5
30.10. 18:00;0,93387;0;0;2,7
30.10. 19:00;1,2341;0;0;2,9
30.10. 20:00;1,3249;0;0;2,9
30.10. 21:00;0,36914;0;0;2,8
30.10. 22:00;0,85622;0;0;2
30.10. 23:00;0,016168;0;0;1,5
31.10. 00:00;0,016367;0;0;1,7
31.10. 01:00;0,16618;0;0;1,6
31.10. 02:00;0,016171;0;0;1,5
31.10. 03:00;0,016231;0;0;1,8
31.10. 04:00;0,016104;0;0;1,9
31.10. 05:00;0,016184;0;0;2,8
31.10. 06:00;0,36174;0;0;3,6
31.10. 07:00;0,6365;0,00028058;0;3,6
31.10. 08:00;0,21017;0,97588;0,76572;2,9
31.10. 09:00;0,056239;1,0921;1,0359;2
31.10. 10:00;0,016319;2,068;2,0517;1,6
31.10. 11:00;0,16196;1,0525;0,89052;1,5
31.10. 12:00;0,016199;1,9953;1,9791;1,5
31.10. 13:00;0,016179;0,48699;0,47081;1,4
31.10. 14:00;0,016187;0,94458;0,92839;1,4
31.10. 15:00;0,016169;1,687;1,6709;1,4
31.10. 16:00;0,16662;0,71723;0,55061;1,5
31.10. 17:00;0,18329;0;0;1,6
31.10. 18:00;0,89573;0;0;2,2
31.10. 19:00;1,0978;0;0;2,8
31.10. 20:00;1,1726;0;0;3,3
31.10. 21:00;0,66374;0;0;3,4
31.10. 22:00;0,17776;0;0;2,9
31.10. 23:00;0,01617;0;0;3
01.11. 00:00;0,016283;0;0;4
01.11. 01:00;0,016277;0;0;3,6
01.11. 02:00;0,16357;0;0;3,7
01.11. 03:00;0,016187;0;0;3,6
01.11. 04:00;0,016104;0;0;3,5
01.11. 05:00;0,016245;0;0;5,1
01.11. 06:00;0,20424;0;0;7,1
01.11. 07:00;0,78603;0;0;6,6
01.11. 08:00;0,088822;0,012372;0;5,4
01.11. 09:00;0,016143;0,80154;0,7854;5,3
01.11. 10:00;0,015986;1,3782;1,3622;4,6
01.11. 11:00;0,016244;2,447;2,4308;4,3
01.11. 12:00;0,16627;2,26;2,0938;4
01.11. 13:00;0,016168;6,4869;6,4707;3,8
01.11. 14:00;0,015996;4,8125;4,7965;3,9
01.11. 15:00;0,016239;4,2586;4,2424;4
01.11. 16:00;0,01634;2,1589;2,1426;4,3
01.11. 17:00;0,54377;0;0;5
01.11. 18:00;1,8429;0;0;5,5
01.11. 19:00;0,99967;0;0;5,8
01.11. 20:00;0,27619;0;0;6,2
01.11. 21:00;0,21563;0;0;6,3
01.11. 22:00;0,23263;0;0;4
01.11. 23:00;0,016297;0;0;3,2
02.11. 00:00;0,01613;0;0;3
02.11. 01:00;0,016216;0;0;2,7
02.11. 02:00;0,01625;0;0;2,9
02.11. 03:00;0,16709;0;0;3
02.11. 04:00;0,016138;0;0;3,1
02.11. 05:00;0,016232;0;0;4,7
02.11. 06:00;0,19838;0;0;6,4
02.11. 07:00;0,44766;0;0;5,9
02.11. 08:00;0,74252;0,020783;0;5,2
02.11. 09:00;0,15878;0,12614;0;4,8
02.11. 10:00;1,8668;0,25757;0;4,2
02.11. 11:00;3,6622;0,35192;0;4,3
02.11. 12:00;1,158;0,31314;0;3,6
02.11. 13:00;0,68622;0,25545;0;3,7
02.11. 14:00;4,6459;0,13412;0;3,7
02.11. 15:00;1,5349;0,036808;0;4
02.11. 16:00;1,9753;0,0021755;0;4,7
02.11. 17:00;1,3614;0;0;5,2
02.11. 18:00;1,2919;0;0;5,5
02.11. 19:00;0,91813;0;0;6,2
02.11. 20:00;1,2605;0;0;5,9
02.11. 21:00;0,45828;0;0;6
02.11. 22:00;0,2621;0;0;3,9
02.11. 23:00;0,16633;0;0;3,3
03.11. 00:00;0,016309;0;0;2,9
03.11. 01:00;0,016086;0;0;2,6
03.11. 02:00;0,016003;0;0;2,9
03.11. 03:00;0,015995;0;0;2,9
03.11. 04:00;0,16488;0;0;3,4
03.11. 05:00;0,016102;0;0;5,2
03.11. 06:00;0,19205;0;0;6,2
03.11. 07:00;0,63513;0;0;6,4
03.11. 08:00;0,029959;0,0053913;0;5,2
03.11. 09:00;0,16675;0,036233;0;5
03.11. 10:00;0,27102;0,08425;0;4,5
03.11. 11:00;0,67762;0,1297;0;4,3
03.11. 12:00;0,78462;0,13387;0;4,4
03.11. 13:00;1,1236;0,10899;0;4,1
03.11. 14:00;0,23873;0,060105;0;4,4
03.11. 15:00;0,030114;0,017309;0;4,5
03.11. 16:00;1,3171;0,00058822;0;4,9
03.11. 17:00;1,6056;0;0;5,3
03.11. 18:00;0,44995;0;0;5,2
03.11. 19:00;0,65482;0;0;6,5
03.11. 20:00;0,78981;0;0;5,9
03.11. 21:00;0,95512;0;0;6,1
03.11. 22:00;0,13751;0;0;4,2
03.11. 23:00;0,016018;0;0;3,3
04.11. 00:00;0,16387;0;0;4
04.11. 01:00;0,016158;0;0;3,6
04.11. 02:00;0,016134;0;0;3,8
04.11. 03:00;0,016024;0;0;3,3
04.11. 04:00;0,016249;0;0;4
04.11. 05:00;0,16719;0;0;5,3
04.11. 06:00;0,19821;0;0;7,5
04.11. 07:00;0,078523;0;0;7,2
04.11. 08:00;0,18003;2,9608;2,7808;6,1
04.11. 09:00;0,060145;5,2373;5,1772;6,5
04.11. 10:00;0,16762;6,4653;6,2976;6,3
04.11. 11:00;0,016174;7,4527;7,4365;5,9
04.11. 12:00;0,016177;7,6385;7,6223;4,9
04.11. 13:00;0,016098;7,0608;7,0447;4,6
04.11. 14:00;0,016101;6,0109;5,9948;4,9
04.11. 15:00;0,16312;3,8572;3,6941;4,9
04.11. 16:00;0,01606;0,027494;0,011434;5,3
04.11. 17:00;0,50003;0;0;6,6
04.11. 18:00;1,3355;0;0;6,8
04.11. 19:00;0,44602;0;0;7
04.11. 20:00;0,38459;0;0;7,4
04.11. 21:00;0,37542;0;0;6,8
04.11. 22:00;0,28026;0;0;3,9
04.11. 23:00;0,016196;0;0;3,4
05.11. 00:00;0,016165;0;0;3,1
05.11. 01:00;0,16559;0;0;3,2
05.11. 02:00;0,016064;0;0;3
05.11. 03:00;0,016261;0;0;3,3
05.11. 04:00;0,016129;0;0;3,8
05.11. 05:00;0,016159;0;0;5,1
05.11. 06:00;0,35125;0;0;7,3
05.11. 07:00;0,32128;0;0;6,4
05.11. 08:00;0,090429;2,7522;2,6617;5,5
05.11. 09:00;0,016331;5,0068;4,9905;4,8
05.11. 10:00;0,016159;6,2593;6,2431;4,5
05.11. 11:00;0,16515;7,2265;7,0613;4,3
05.11. 12:00;0,016054;7,3878;7,3718;4
05.11. 13:00;0,016346;6,3317;6,3154;4
05.11. 14:00;0,016249;4,6237;4,6074;4,2
05.11. 15:00;0,016136;3,2899;3,2738;4,2
05.11. 16:00;0,16729;0,02127;0;4,7
05.11. 17:00;1,2962;0;0;4,8
05.11. 18:00;1,0558;0;0;5,8
05.11. 19:00;1,0578;0;0;6
05.11. 20:00;0,46365;0;0;5,6
05.11. 21:00;0,65999;0;0;5,9
05.11. 22:00;0,17851;0;0;3,2
05.11. 23:00;0,016079;0;0;2,5
06.11. 00:00;0,016315;0;0;2,7
06.11. 01:00;0,016112;0;0;2,7
06.11. 02:00;0,16251;0;0;2,7
06.11. 03:00;0,016088;0;0;2,8
06.11. 04:00;0,016271;0;0;3,3
06.11. 05:00;0,016219;0;0;5,4
06.11. 06:00;0,28707;0;0;6,9
06.11. 07:00;0,39586;0;0;7
06.11. 08:00;0,1485;2,8707;2,7222;6
06.11. 09:00;0,056187;5,2018;5,1456;4,9
06.11. 10:00;0,016182;6,9337;6,9175;4,6
06.11. 11:00;0,016075;7,5965;7,5804;4,7
06.11. 12:00;0,16659;7,6761;7,5095;4,2
06.11. 13:00;0,016168;7,1759;7,1597;4,3
06.11. 14:00;0,016101;5,7106;5,6945;4,6
06.11. 15:00;0,016145;3,9335;3,9174;4,8
06.11. 16:00;0,016261;0,01823;0,0019688;5,2
06.11. 17:00;0,18649;0;0;5,4
06.11. 18:00;1,1018;0;0;5,6
06.11. 19:00;1,1857;0;0;6,5
06.11. 20:00;1,0381;0;0;7,2
06.11. 21:00;0,32297;0;0;6,8
06.11. 22:00;0,3533;0;0;4,4
06.11. 23:00;0,016173;0;0;4,1
07.11. 00:00;0,016107;0;0;3,8
07.11. 01:00;0,016148;0;0;4,2
07.11. 02:00;0,016161;0;0;3,9
07.11. 03:00;0,165;0;0;3,6
07.11. 04:00;0,016273;0;0;4,2
07.11. 05:00;0,016139;0;0;6,1
07.11. 06:00;0,27878;0;0;8,2
07.11. 07:00;0,30348;0;0;8,1
07.11. 08:00;0,17888;1,1135;0,93461;7,3
07.11. 09:00;0,016162;2,9393;2,9231;6,6
07.11. 10:00;0,016215;4,2595;4,2433;5,6
07.11. 11:00;0,016198;5,0665;5,0503;4,9
07.11. 12:00;0,015958;4,8946;4,8787;4,4
07.11. 13:00;0,16752;5,6507;5,4832;4,5
07.11. 14:00;0,015869;5,1325;5,1166;4,5
07.11. 15:00;0,016219;4,2522;4,236;4,4
07.11. 16:00;0,016128;0,030145;0,014017;4,7
07.11. 17:00;0,74118;0;0;5,6
07.11. 18:00;1,6735;0;0;5,8
07.11. 19:00;0,27527;0;0;6
07.11. 20:00;0,23635;0;0;6,4
07.11. 21:00;1,1631;0;0;6,5
07.11. 22:00;0,60305;0;0;3,6
07.11. 23:00;0,60938;0;0;2,9
08.11. 00:00;0,016169;0;0;3,1
08.11. 01:00;0,016229;0;0;2,9
08.11. 02:00;0,016133;0;0;2,8
08.11. 03:00;0,016274;0;0;2,7
08.11. 04:00;0,16582;0;0;2,7
08.11. 05:00;0,016487;0;0;4,3
08.11. 06:00;0,16211;0;0;5,3
08.11. 07:00;0,065467;0;0;5,3
08.11. 08:00;0,016371;1,3929;1,3765;4,4
08.11. 09:00;0,1657;3,1039;2,9382;4,4
08.11. 10:00;0,016232;4,8829;4,8667;4
08.11. 11:00;0,016012;5,6484;5,6324;4
08.11. 12:00;0,016051;6,2497;6,2336;3,7
08.11. 13:00;0,016154;6,4402;6,4241;3,6
08.11. 14:00;0,1696;5,087;4,9174;3,5
08.11. 15:00;0,016143;1,7134;1,6973;3,6
08.11. 16:00;0,016191;0,0080263;0;3,6
08.11. 17:00;1,2338;0;0;3,9
08.11. 18:00;1,116;0;0;4,2
08.11. 19:00;0,54993;0;0;4,3
08.11. 20:00;0,47795;0;0;4,3
08.11. 21:00;1,1301;0;0;4,7
08.11. 22:00;0,25667;0;0;2,9
08.11. 23:00;0,01615;0;0;2,3
09.11. 00:00;0,16742;0;0;2,1
09.11. 01:00;0,016056;0;0;2,4
09.11. 02:00;0,016058;0;0;2,3
09.11. 03:00;0,016136;0;0;2,3
09.11. 04:00;0,016008;0;0;2,8
09.11. 05:00;0,17081;0;0;3,7
09.11. 06:00;0,20153;0;0;5,5
09.11. 07:00;0,32943;0;0;5,5
09.11. 08:00;0,30883;0,029164;0;4,3
09.11. 09:00;3,7186;0,22768;0;4,2
09.11. 10:00;2,3905;0,47008;0;4
09.11. 11:00;2,2749;0,57322;0;3,7
09.11. 12:00;0,58406;0,73874;0,15467;3,4
09.11. 13:00;0,22622;0,61346;0,38724;3,6
09.11. 14:00;1,3717;0,56652;0;3,5
09.11. 15:00;0,42438;0,19212;0;3,5
09.11. 16:00;3,9058;0,00037547;0;3,8
09.11. 17:00;3,2282;0;0;4,2
09.11. 18:00;2,1371;0;0;4,4
09.11. 19:00;1,2128;0;0;4,7
09.11. 20:00;0,46207;0;0;4,7
09.11. 21:00;0,30548;0;0;4,5
09.11. 22:00;0,1143;0;0;2,8
09.11. 23:00;0,016175;0;0;2,7
10.11. 00:00;0,016204;0;0;2,6
10.11. 01:00;0,16932;0;0;2,4
10.11. 02:00;0,016238;0;0;2,4
10.11. 03:00;0,01613;0;0;2,4
10.11. 04:00;0,016043;0;0;2,8
10.11. 05:00;0,016235;0;0;3,6
10.11. 06:00;0,41242;0;0;5,1
10.11. 07:00;0,37194;0;0;4,9
10.11. 08:00;0,3061;0,11203;0;4,5
10.11. 09:00;0,29887;1,3723;1,0735;4,7
10.11. 10:00;0,16166;2,2481;2,0864;4,2
10.11. 11:00;0,26805;2,2658;1,9978;3,8
10.11. 12:00;0,68404;1,0298;0,34571;3,6
10.11. 13:00;1,426;0,73443;0;3,6
10.11. 14:00;0,54116;0,28809;0;3,8
10.11. 15:00;0,16534;0,5863;0,42096;3,5
10.11. 16:00;0,57542;0,0063157;0;4,2
10.11. 17:00;1,2523;0;0;4,3
10.11. 18:00;1,2732;0;0;4,3
10.11. 19:00;0,57545;0;0;4,8
10.11. 20:00;0,43571;0;0;5,1
10.11. 21:00;0,48726;0;0;4,9
10.11. 22:00;0,088887;0;0;3,1
10.11. 23:00;0,016131;0;0;2,6
11.11. 00:00;0,016358;0;0;2,4
11.11. 01:00;0,016331;0;0;2,2
11.11. 02:00;0,16419;0;0;2,6
11.11. 03:00;0,016238;0;0;2,6
11.11. 04:00;0,016417;0;0;2,8
11.11. 05:00;0,01607;0;0;3,7
11.11. 06:00;0,2944;0;0;5
11.11. 07:00;0,46273;0;0;4,7
11.11. 08:00;0,22947;0,071526;0;4,2
11.11. 09:00;0,016245;0,47722;0,46097;4,1
11.11. 10:00;0,016142;0,81381;0,79767;4,1
11.11. 11:00;0,016275;0,95123;0,93496;3,6
11.11. 12:00;0,16521;1,0111;0,84585;3,7
11.11. 13:00;0,016059;0,88546;0,8694;3,3
11.11. 14:00;0,01617;0,64042;0,62425;3,1
11.11. 15:00;0,016231;0,086916;0,070685;3,3
11.11. 16:00;0,01621;9,95E-05;0;3,6
11.11. 17:00;0,35968;0;0;3,8
11.11. 18:00;2,2205;0;0;3,6
11.11. 19:00;0,51769;0;0;4,2
11.11. 20:00;0,351;0;0;4,1
11.11. 21:00;0,59622;0;0;4
11.11. 22:00;0,49494;0;0;2,2
11.11. 23:00;0,016255;0;0;2,1
12.11. 00:00;0,016095;0;0;1,9
12.11. 01:00;0,016155;0;0;1,8
12.11. 02:00;0,016117;0;0;2
12.11. 03:00;0,16705;0;0;2,4
12.11. 04:00;0,016092;0;0;2,9
12.11. 05:00;0,0163;0;0;4
12.11. 06:00;0,22991;0;0;6,3
12.11. 07:00;0,23056;0;0;6
12.11. 08:00;0,20838;1,9587;1,7503;4,8
12.11. 09:00;0,016032;4,5976;4,5816;4,3
12.11. 10:00;0,016157;4,6505;4,6343;3,6
12.11. 11:00;0,016158;2,7827;2,7665;3,7
12.11. 12:00;0,016009;4,9085;4,8924;3,5
12.11. 13:00;0,1672;4,8081;4,6409;3,6
12.11. 14:00;0,016277;4,9876;4,9713;3,1
12.11. 15:00;0,016261;3,884;3,8677;3,5
12.11. 16:00;0,016269;0,0046529;0;3,8
12.11. 17:00;0,93879;0;0;4,7
12.11. 18:00;1,5444;0;0;5,6
12.11. 19:00;0,14299;0;0;5,7
12.11. 20:00;0,1064;0;0;5,9
12.11. 21:00;0,48631;0;0;5,6
12.11. 22:00;0,59012;0;0;4
12.11. 23:00;0,16663;0;0;3,9
13.11. 00:00;0,016169;0;0;3,8
13.11. 01:00;0,016069;0;0;3,7
13.11. 02:00;0,016324;0;0;3,4
13.11. 03:00;0,016159;0;0;3,5
13.11. 04:00;0,16343;0;0;3,9
13.11. 05:00;0,016118;0;0;5,9
13.11. 06:00;0,1976;0;0;7,5
13.11. 07:00;0,74003;0;0;7,2
13.11. 08:00;0,2517;0,0075227;0;6,4
13.11. 09:00;0,20052;0,083778;0;5,7
13.11. 10:00;0,016093;0,31422;0,29812;4,9
13.11. 11:00;0,016263;0,4619;0,44564;4,4
13.11. 12:00;0,016187;0,54927;0,53308;4,5
13.11. 13:00;0,016185;0,42039;0,4042;3,9
13.11. 14:00;0,16538;0,18501;0,019627;3,8
13.11. 15:00;0,016306;0,029919;0,013613;4,4
13.11. 16:00;0,016216;5,08E-05;0;5,4
13.11. 17:00;0,313;0;0;6
13.11. 18:00;1,8349;0;0;6,4
13.11. 19:00;0,7207;0;0;6,5
13.11. 20:00;0,53035;0;0;6,6
13.11. 21:00;0,26929;0;0;7,4
13.11. 22:00;0,20485;0;0;4,5
13.11. 23:00;0,016236;0;0;4,3
14.11. 00:00;0,16798;0;0;4,1
14.11. 01:00;0,016293;0;0;3,9
14.11. 02:00;0,016318;0;0;4,1
14.11. 03:00;0,016209;0;0;4,7
14.11. 04:00;0,016256;0;0;4,6
14.11. 05:00;0,16287;0;0;6,5
14.11. 06:00;0,20122;0;0;8,9
14.11. 07:00;0,36837;0;0;8,3
14.11. 08:00;0,052822;0,0019481;0;6,6
14.11. 09:00;0,016119;0,025126;0,0090069;6,1
14.11. 10:00;0,16844;0,071133;0;5,7
14.11. 11:00;0,01611;0,11223;0,096122;5,6
14.11. 12:00;0,016138;0,23915;0,22301;5,3
14.11. 13:00;0,016075;5,3487;5,3326;5,1
14.11. 14:00;0,016134;3,2643;3,2481;4,8
14.11. 15:00;0,16446;1,078;0,91358;4,6
14.11. 16:00;0,01632;0,00016357;0;5,1
14.11. 17:00;1,7061;0;0;5,7
14.11. 18:00;1,4661;0;0;6,3
14.11. 19:00;1,0838;0;0;6,6
14.11. 20:00;1,3112;0;0;6,5
14.11. 21:00;0,57867;0;0;6,8
14.11. 22:00;0,50372;0;0;4,3
14.11. 23:00;0,056148;0;0;3,8
15.11. 00:00;0,016004;0;0;3,8
15.11. 01:00;0,16729;0;0;4
15.11. 02:00;0,016422;0;0;4
15.11. 03:00;0,016196;0;0;4,5
15.11. 04:00;0,016205;0;0;5,2
15.11. 05:00;0,016192;0;0;7,5
15.11. 06:00;0,35752;0;0;10,2
15.11. 07:00;0,37202;0;0;10,1
15.11. 08:00;0,20477;0,0016838;0;8,2
15.11. 09:00;0,015989;0,022407;0,006418;7,5
15.11. 10:00;0,01629;0,088344;0,072054;5,9
15.11. 11:00;0,16942;0,095962;0;5,3
15.11. 12:00;0,016164;0,12346;0,1073;5
15.11. 13:00;0,016297;4,5812;4,5649;5,2
15.11. 14:00;0,016175;3,5128;3,4967;5,3
15.11. 15:00;0,015972;2,1455;2,1295;5,6
15.11. 16:00;0,16352;0,00092713;0;7
15.11. 17:00;0,45442;0;0;7,6
15.11. 18:00;0,94857;0;0;7,3
15.11. 19:00;0,92602;0;0;8,3
15.11. 20:00;0,28202;0;0;7,7
15.11. 21:00;1,3942;0;0;7,5
15.11. 22:00;0,26229;0;0;4,5
15.11. 23:00;0,058025;0;0;3,8
16.11. 00:00;0,016254;0;0;3,8
